VARUNR,LNAMN,FREQUENCY,TARGET_CONCEPT_ID,TARGET_CONCEPT_NAME,TARGET_CONCEPT_CLASS_ID
23997,"Aprovel, filmdragerad tablett 150 mg Pharmachim AB",3832,19022948,irbesartan 150 MG Oral Tablet,Clinical Drug
83870,"Lisinopril Actavis, tablett 10 mg",3826,19080128,Lisinopril 10 MG Oral Tablet,Clinical Drug
21620,"Lipitor, filmdragerad tablett 80 mg Orifarm AB",3825,1545959,atorvastatin 80 MG Oral Tablet,Clinical Drug
75250,"Amias, tablett 4 mg Medartuum AB",3825,1351558,candesartan cilexetil 4 MG Oral Tablet,Clinical Drug
25546,"Glimepirid Actavis, tablett 1 mg",3818,1597761,glimepiride 1 MG Oral Tablet,Clinical Drug
12462,"Aprovel, tablett 150 mg Paranova Läkemedel AB",3809,19022948,irbesartan 150 MG Oral Tablet,Clinical Drug
59341,"Metformin Mylan, filmdragerad tablett 1000 mg",3806,40164897,Metformin hydrochloride 1000 MG Oral Tablet,Clinical Drug
88328,"Relifex, löslig tablett 1 g Meda AB",3800,1113648,nabumetone,Ingredient
103897,"Orudis, kapsel, hård 100 mg",3800,19134640,Ketoprofen 100 MG Extended Release Oral Capsule,Clinical Drug
48183,"Candesartan Navamedic, tablett 16 mg",3791,1351583,candesartan cilexetil 16 MG Oral Tablet,Clinical Drug
390997,"Celebra, kapsel, hård 200 mg Pfizer AB",3787,19081053,celecoxib 200 MG,Clinical Drug Comp
193227,"Cardizem Retard, depottablett 90 mg",3784,19134552,Diltiazem 90 MG Extended Release Oral Tablet,Clinical Drug
193227,"Cardizem Retard, depottablett 90 mg",3784,19133612,Diltiazem Hydrochloride 90 MG Extended Release Oral Tablet,Clinical Drug
55869,"Simvastatin Arrow, filmdragerad tablett 10 mg",3783,1539463,Simvastatin 10 MG Oral Tablet,Clinical Drug
27513,Ramipril Winthrop tabl 10mg,3776,19102170,Ramipril 10 MG Oral Tablet,Clinical Drug
67841,"Glimepirid Bluefish, tablett 1 mg",3752,1597761,glimepiride 1 MG Oral Tablet,Clinical Drug
11348,"Arcoxia, filmdragerad tablett 120 mg",3732,19011358,etoricoxib 120 MG Oral Tablet,Clinical Drug
73923,"Enalapril Krka, tablett 2,5 mg",3727,40165767,Enalapril Maleate 2.5 MG Oral Tablet,Clinical Drug
6497,"NovoNorm, tablett 1 mg Paranova Läkemedel AB",3721,19023424,repaglinide 1 MG Oral Tablet,Clinical Drug
8089,"Aprovel, tablett 300 mg Paranova Läkemedel AB",3716,19022949,irbesartan 300 MG Oral Tablet,Clinical Drug
14271,Felodipin Sandoz depottab  5mg,3716,1353818,Felodipine 5 MG Extended Release Oral Tablet,Clinical Drug
20342,Cordarone tabl 200mg Parallell,3702,1309992,Amiodarone hydrochloride 200 MG Oral Tablet,Clinical Drug
477474,"Omeprazol Evolan, enterokapsel, hård 40 mg",3702,19023551,Omeprazole 40 MG Delayed Release Oral Capsule,Clinical Drug
17623,Amlodipin IVAX tabl  5mg,3698,1332419,Amlodipine 5 MG Oral Tablet,Clinical Drug
510271,"NeoRecormon, inj-vätska, lösning, förfylld spruta",3693,NA,NA,Not Mapped*
119719,"Inhibace comp ta 5/12,5mg Roch",3687,NA,NA,Not Mapped*
96797,"Innohep, inj-vätska, lösning, förfylld spruta 14 0",3684,1308473,tinzaparin,Ingredient
42721,Cal-D-Vita brustabl,3678,NA,NA,Not Mapped*
3274,"Aranesp, inj-vätska, lösning, förfylld spruta 40 m",3677,46234250,darbepoetin alfa Injection,Clinical Drug Form
70251,"Torasemid Sandoz, tablett 10 mg",3676,942382,torsemide 10 MG Oral Tablet,Clinical Drug
91660,"Renitec, tablett 5 mg",3653,40165789,Enalapril Maleate 5 MG Oral Tablet,Clinical Drug
579003,"Zestoretic 10/12,5mg tabl",3652,NA,NA,Not Mapped*
114173,Lanzo enterokaps 15mg Wyeth,3650,929953,lansoprazole 15 MG Delayed Release Oral Capsule,Clinical Drug
533430,Cordarone tabl 200mg Orifarm,3649,1309992,Amiodarone hydrochloride 200 MG Oral Tablet,Clinical Drug
371435,"Pantoloc, enterotablett 40 mg Takeda Pharma AB",3644,19080217,pantoprazole 40 MG Delayed Release Oral Tablet,Clinical Drug
117618,"Sortis, filmdragerad tablett 40 mg Orifarm AB",3636,1545996,atorvastatin 40 MG Oral Tablet,Clinical Drug
11394,"Enalapril Comp Sandoz, tablett 20 mg/12,5 mg",3624,NA,NA,Not Mapped*
157551,"Atenolol Orifarm, tablett 25 mg",3613,19018811,Atenolol 25 MG Oral Tablet,Clinical Drug
47327,"Isoptin Retard, depottablett 120 mg Pharmachim AB",3604,40171849,Verapamil hydrochloride 120 MG Extended Release Oral Tablet,Clinical Drug
61607,"Lipitor, filmdragerad tablett 40 mg Pfizer AB",3601,1545996,atorvastatin 40 MG Oral Tablet,Clinical Drug
59296,"Metformin Mylan, filmdragerad tablett 500 mg",3600,40164929,Metformin hydrochloride 500 MG Oral Tablet,Clinical Drug
14401,"Omeprazol ratiopharm, enterokapsel, hård 40 mg",3598,19023551,Omeprazole 40 MG Delayed Release Oral Capsule,Clinical Drug
16437,"Omeprazol Arrow ent kaps, hård 40 mg Recept Pharma",3598,923645,Omeprazole,Ingredient
135062,"Valsartan Krka, filmdragerad tablett 80 mg",3596,1308851,valsartan 80 MG Oral Tablet,Clinical Drug
7523,"NovoRapid, inj-vätska, lösning 100 E/ml Novo Nordi",3593,NA,NA,Not Mapped*
82588,"Lanzo, munsönderfallande tablett 30 mg Orifarm AB",3591,19098167,lansoprazole 30 MG Disintegrating Oral Tablet,Clinical Drug
9037,"Ranitidin Sandoz, brustablett 150 mg",3590,44818321,Ranitidine 150 MG Effervescent Oral Tablet,Clinical Drug
48307,"Cozaar Comp, filmdragerad tablett 100 mg/12,5 mg M",3588,NA,NA,Not Mapped*
20910,"Crestor, filmdragerad tablett 5 mg AstraZeneca AB",3574,40165261,Rosuvastatin calcium 5 MG Oral Tablet,Clinical Drug
11207,"Arcoxia, filmdragerad tablett 60 mg Merck Sharp &",3571,19011356,etoricoxib 60 MG Oral Tablet,Clinical Drug
453472,"Ibumetin, tablett 400 mg",3571,19019072,Ibuprofen 400 MG Oral Tablet,Clinical Drug
24008,"Aprovel, filmdragerad tablett 300 mg Pharmachim AB",3570,19022949,irbesartan 300 MG Oral Tablet,Clinical Drug
24873,Diklofenak Orifarm entta 50mg,3562,40162346,Diclofenac Sodium 50 MG Delayed Release Oral Tablet,Clinical Drug
62265,"Voltaren, suppositorium 50 mg",3561,40162306,Diclofenac Potassium 50 MG,Clinical Drug Comp
62265,"Voltaren, suppositorium 50 mg",3561,40162341,Diclofenac Sodium 50 MG,Clinical Drug Comp
380881,"Humalog Mix 25, injektionsvätska, suspension, cyli",3559,1550023,Insulin Lispro,Ingredient
39679,"Diclofenac BMM Pharma, enterotablett 25 mg",3555,40162335,Diclofenac Sodium 25 MG Delayed Release Oral Tablet,Clinical Drug
88310,"Relifex, löslig tablett 1 g Meda AB",3555,1113648,nabumetone,Ingredient
114819,Sotacor tabl 160mg plastbrk,3554,40173979,Sotalol Hydrochloride 160 MG Oral Tablet,Clinical Drug
457945,Inderal Retard depka  80mg Par,3554,40163356,Propranolol Hydrochloride 80 MG Extended Release Oral Capsule,Clinical Drug
80715,Lipitor tabl 40mg Pharmachim,3552,1545996,atorvastatin 40 MG Oral Tablet,Clinical Drug
95021,"Atorvastatin Mylan, filmdragerad tablett 80 mg",3552,1545959,atorvastatin 80 MG Oral Tablet,Clinical Drug
97881,"Amaryl, tablett 3 mg",3542,1597758,glimepiride 3 MG Oral Tablet,Clinical Drug
70241,"Torasemid Sandoz, tablett 5 mg",3539,942385,torsemide 5 MG Oral Tablet,Clinical Drug
13780,"Simvastatin Arrow, filmdragerad tablett 40 mg",3537,1539407,Simvastatin 40 MG Oral Tablet,Clinical Drug
13668,"Simvastatin Sandoz, filmdragerad tablett 20 mg",3514,1539411,Simvastatin 20 MG Oral Tablet,Clinical Drug
59330,"Metformin Mylan, filmdragerad tablett 1000 mg",3510,40164897,Metformin hydrochloride 1000 MG Oral Tablet,Clinical Drug
340976,"Glycerylnitrat i Essex kräm APL, kräm 1 %",3506,1361711,Nitroglycerin,Ingredient
491753,"Questran Loc, pulver till oral suspension, dospåse",3505,19095309,Cholestyramine Resin,Ingredient
431783,"Arthrotec forte, tablett med modifierad frisättnin",3500,NA,NA,Not Mapped*
579515,"Brilique, filmdragerad tablett 90 mg AstraZeneca A",3500,40241188,Ticagrelor 90 MG Oral Tablet,Clinical Drug
11194,"Arcoxia, filmdragerad tablett 60 mg Merck Sharp &",3498,19011356,etoricoxib 60 MG Oral Tablet,Clinical Drug
56296,"Fragmin, inj-vätska, lösning, förfylld spruta 1800",3497,1301065,Dalteparin,Ingredient
10853,"Anapen, inj-vätska, lösning, förfylld spruta 0,3 m",3494,46275915,Epinephrine Injection,Clinical Drug Form
26774,"Diklofenak Sandoz, enterotablett 50 mg",3493,40162346,Diclofenac Sodium 50 MG Delayed Release Oral Tablet,Clinical Drug
134004,"Atorstad, filmdragerad tablett 20 mg",3486,19123592,atorvastatin 20 MG Oral Tablet,Clinical Drug
70632,"Crestor, filmdragerad tablett 10 mg Cross Pharma A",3468,40165245,Rosuvastatin calcium 10 MG Oral Tablet,Clinical Drug
20070,Norvasc tabl  5mg Paranova,3464,1332419,Amlodipine 5 MG Oral Tablet,Clinical Drug
141903,"Naproxen Mylan, tablett 250 mg",3447,19019272,Naproxen 250 MG Oral Tablet,Clinical Drug
6832,"Metoprolol GEA Retard, depottablett 50 mg",3433,40167216,metoprolol succinate 50 MG Extended Release Oral Tablet,Clinical Drug
9710,"Lisinopril STADA, tablett 5 mg",3420,1308251,Lisinopril 5 MG Oral Tablet,Clinical Drug
14809,"Simvastatin STADA, filmdragerad tablett 20 mg",3410,1539411,Simvastatin 20 MG Oral Tablet,Clinical Drug
466687,"Atenolol Orifarm, tablett 100 mg",3408,1314006,Atenolol 100 MG Oral Tablet,Clinical Drug
597940,"Eliquis, filmdragerad tablett 5 mg",3404,43013030,apixaban 5 MG Oral Tablet,Clinical Drug
140672,Omeprazol AGP kaps 20mg,3403,19019418,Omeprazole 20 MG Delayed Release Oral Capsule,Clinical Drug
370874,Ranitidin Hexal tabl 300mg,3390,961082,Ranitidine 300 MG Oral Tablet,Clinical Drug
88534,"Ipren, filmdragerad tablett 400 mg",3389,19019072,Ibuprofen 400 MG Oral Tablet,Clinical Drug
16640,"NeoRecormon, inj-vätska, lösning, förfylld spruta",3379,NA,NA,Not Mapped*
110887,Nexium enterotabl 20mg Europha,3371,904457,Esomeprazole 20 MG Delayed Release Oral Tablet,Clinical Drug
5297,Bisoprolol ratiopharm tabl 5mg,3364,40162878,Bisoprolol Fumarate 5 MG Oral Tablet,Clinical Drug
545688,"Metoprolol Teva, depottablett 200 mg",3356,40167207,metoprolol succinate 200 MG Extended Release Oral Tablet,Clinical Drug
518266,Alfadil depottabl 8mg,3351,1363087,Doxazosin 8 MG Extended Release Oral Tablet,Clinical Drug
31842,"Glimepirid STADA, tablett 1 mg",3346,1597761,glimepiride 1 MG Oral Tablet,Clinical Drug
371526,"Isoptin Retard, depottablett 180 mg",3341,40171863,Verapamil hydrochloride 180 MG Extended Release Oral Tablet,Clinical Drug
11271,"Arcoxia, filmdragerad tablett 90 mg Merck Sharp &",3335,19101674,etoricoxib 90 MG Oral Tablet,Clinical Drug
83069,Inexium 40 mg Cross Pharma,3314,904458,Esomeprazole 40 MG Delayed Release Oral Tablet,Clinical Drug
416800,"Kalcipos, filmdragerad tablett 500 mg",3311,19082680,Calcium Carbonate 500 MG Oral Tablet,Clinical Drug
534670,"Omeprazol Bluefish, enterokapsel, hård 20 mg",3300,19019418,Omeprazole 20 MG Delayed Release Oral Capsule,Clinical Drug
76052,"Januvia, filmdragerad tablett 50 mg Merck Sharp &",3291,19125049,sitagliptin 50 MG Oral Tablet,Clinical Drug
94897,"Amlodipin BMM Pharma, tablett 5 mg",3291,1332419,Amlodipine 5 MG Oral Tablet,Clinical Drug
458919,"Innohep, inj-vätska, lösning, förfylld spruta 2000",3291,1308473,tinzaparin,Ingredient
3230,"Aranesp, inj-vätska, lösning, förfylld spruta 20 m",3277,46234250,darbepoetin alfa Injection,Clinical Drug Form
51632,"Glimepirid Sandoz, tablett 1 mg",3277,1597761,glimepiride 1 MG Oral Tablet,Clinical Drug
87485,"Crestor, Filmdragerad tablett 20 mg Pharmachim AB",3277,40165253,Rosuvastatin calcium 20 MG Oral Tablet,Clinical Drug
23941,"CoAprovel, filmdragerad tablett 300 mg/12,5 mg Pha",3276,NA,NA,Not Mapped*
30468,"Losarstad, filmdragerad tablett 50 mg",3269,40185304,Losartan Potassium 50 MG Oral Tablet,Clinical Drug
21823,"Metoprolol Sandoz, depottablett 25 mg",3257,40167211,metoprolol succinate 25 MG Extended Release Oral Tablet,Clinical Drug
24882,"Omeprazol Bluefish, enterotablett 10 mg",3253,19102188,Omeprazole 10 MG Delayed Release Oral Tablet,Clinical Drug
25053,"Burana, filmdragerad tablett 600 mg",3250,19019073,Ibuprofen 600 MG Oral Tablet,Clinical Drug
144464,"Amias, tablett 4 mg Cross Pharma AB",3245,1351558,candesartan cilexetil 4 MG Oral Tablet,Clinical Drug
64699,"Clopidogrel Mylan, filmdragerad tablett 75 mg",3228,19075601,clopidogrel 75 MG Oral Tablet,Clinical Drug
8472,"Diovan Comp, filmdragerad tablett 80 mg/12,5 mg Cr",3221,NA,NA,Not Mapped*
10826,"Tracleer, filmdragerad tablett 125 mg Actelion Pha",3210,1321641,bosentan 125 MG Oral Tablet,Clinical Drug
144162,SelokenZOC depta  200mg Orifar,3207,40167207,metoprolol succinate 200 MG Extended Release Oral Tablet,Clinical Drug
422899,"Glucobay, tablett 100 mg",3205,19021312,Acarbose 100 MG Oral Tablet,Clinical Drug
533646,"Zantac, tablett 150 mg",3205,961050,Ranitidine 150 MG Oral Tablet,Clinical Drug
9926,"Crestor, filmdragerad tablett 10 mg AstraZeneca AB",3198,40165245,Rosuvastatin calcium 10 MG Oral Tablet,Clinical Drug
1932,"Zestril, tablett 20 mg AstraZeneca AB",3197,19080129,Lisinopril 20 MG Oral Tablet,Clinical Drug
16612,"Lipitor, filmdragerad tablett 80 mg Paranova Läkem",3196,1545959,atorvastatin 80 MG Oral Tablet,Clinical Drug
1410,"Nexium, enterotablett 20 mg AstraZeneca AB",3195,904457,Esomeprazole 20 MG Delayed Release Oral Tablet,Clinical Drug
76024,"Januvia, filmdragerad tablett 100 mg Merck Sharp &",3194,19125041,sitagliptin 100 MG Oral Tablet,Clinical Drug
17411,"Omona, enterokapsel, hård 10 mg",3193,923647,Omeprazole 10 MG Delayed Release Oral Capsule,Clinical Drug
82545,"Renitec, tablett 2,5 mg",3191,40165767,Enalapril Maleate 2.5 MG Oral Tablet,Clinical Drug
81840,"Losartan Amneal, filmdragerad tablett 50 mg",3185,40185304,Losartan Potassium 50 MG Oral Tablet,Clinical Drug
13401,Simvastatin Sandoz tabl 10mg,3184,1539463,Simvastatin 10 MG Oral Tablet,Clinical Drug
377587,"Ramipril Aurobindo, Tablett 10 mg",3179,19102170,Ramipril 10 MG Oral Tablet,Clinical Drug
85105,"Omeprazol Actavis, enterokapsel, hård 10 mg",3178,923647,Omeprazole 10 MG Delayed Release Oral Capsule,Clinical Drug
48767,"Carveratio, tablett 6,25 mg",3177,19022749,carvedilol 6.25 MG Oral Tablet,Clinical Drug
79198,"Doxazosin Sandoz, depottablett 4 mg",3175,1363086,Doxazosin 4 MG Extended Release Oral Tablet,Clinical Drug
19995,"Ramipril Copyfarm, tablett 10 mg",3173,19102170,Ramipril 10 MG Oral Tablet,Clinical Drug
23674,"Simvastatin Krka, filmdragerad tablett 20 mg",3163,1539411,Simvastatin 20 MG Oral Tablet,Clinical Drug
3469,"Cytotec, tablett 0,2 mg Pfizer AB",3155,1150926,Misoprostol 0.2 MG Oral Tablet,Clinical Drug
528182,"Plendil deptabl  2,5mg Orifarm",3151,1353780,Felodipine 2.5 MG Extended Release Oral Tablet,Clinical Drug
170514,"Rytmonorm, filmdragerad tablett 150 mg",3146,40165138,Propafenone Hydrochloride 150 MG Oral Tablet,Clinical Drug
509624,"Valsartan/Hydroklortiazid Actavis, filmdragerad ta",3144,NA,NA,Not Mapped*
15952,Lisinopril Mylan tabl 10mg,3133,19080128,Lisinopril 10 MG Oral Tablet,Clinical Drug
457941,"Esomeprazol ratiopharm, enterokapsel, hård 40 mg",3133,19123105,Esomeprazole 40 MG Delayed Release Oral Capsule,Clinical Drug
524386,"Atorstad, filmdragerad tablett 40 mg",3128,1545996,atorvastatin 40 MG Oral Tablet,Clinical Drug
162863,"Metformin Bluefish, filmdragerad tablett 1000 mg",3126,40164897,Metformin hydrochloride 1000 MG Oral Tablet,Clinical Drug
28964,"Amlodipin Sandoz, tablett 5 mg",3118,1332419,Amlodipine 5 MG Oral Tablet,Clinical Drug
9059,"Ranitidin Sandoz, brustablett 150 mg",3110,44818321,Ranitidine 150 MG Effervescent Oral Tablet,Clinical Drug
449361,"Candesartan/Hydrochlorothiazide Krka, tablett 32 m",3110,NA,NA,Not Mapped*
104332,"Bisoprolol Krka, filmdragerad tablett 10 mg",3108,40162867,Bisoprolol Fumarate 10 MG Oral Tablet,Clinical Drug
579078,SelokenZOC depta  200mg Cross,3106,40167207,metoprolol succinate 200 MG Extended Release Oral Tablet,Clinical Drug
23658,Isoptin Ret deptabl 120mg Para,3104,40171849,Verapamil hydrochloride 120 MG Extended Release Oral Tablet,Clinical Drug
36912,Esopral enterotab 20mg Orifarm,3101,904457,Esomeprazole 20 MG Delayed Release Oral Tablet,Clinical Drug
416222,"Cozaar Comp, filmdragerad tablett 50 mg/12,5 mg Me",3093,NA,NA,Not Mapped*
92199,"Esomeprazol Krka, enterokapsel, hård 20 mg",3088,19123103,Esomeprazole 20 MG Delayed Release Oral Capsule,Clinical Drug
443598,Lipitor tabl 20mg Pfizer,3079,19123592,atorvastatin 20 MG Oral Tablet,Clinical Drug
96728,"Innohep, inj-vätska, lösning, förfylld spruta 4500",3078,1308473,tinzaparin,Ingredient
449652,"Pindolol Mylan, tablett 15 mg",3076,1345861,Pindolol 15 MG Oral Tablet,Clinical Drug
121225,"Cardura, Depottablett 4 mg Omnia Läkemedel AB",3066,1363086,Doxazosin 4 MG Extended Release Oral Tablet,Clinical Drug
65979,"Cozaar, filmdragerad tablett 12,5 mg",3065,1367533,Losartan 12.5 MG Oral Tablet,Clinical Drug
145,"NeoRecormon, inj-vätska, lösning, förfylld spruta",3061,NA,NA,Not Mapped*
164566,Losec enterokaps 20mg Medartuu,3056,19019418,Omeprazole 20 MG Delayed Release Oral Capsule,Clinical Drug
492492,"Calcichew-D3 Citron, tuggtablett 500 mg/400 IE 2ca",3055,NA,NA,Not Mapped*
19649,"Diklofenak Mylan, enterotablett 50 mg",3050,40162346,Diclofenac Sodium 50 MG Delayed Release Oral Tablet,Clinical Drug
116050,"Omeprazol Bluefish, enterokapsel, hård 10 mg",3036,923647,Omeprazole 10 MG Delayed Release Oral Capsule,Clinical Drug
579136,SelokenZOC depta  100mg Cross,3034,40167200,metoprolol succinate 100 MG Extended Release Oral Tablet,Clinical Drug
11997,"Lescol Depot, depottablett 80 mg Novartis Sverige",3024,19077499,fluvastatin 80 MG Extended Release Oral Tablet,Clinical Drug
86324,"Nexium, enterotablett 40 mg AstraZeneca AB",3023,904458,Esomeprazole 40 MG Delayed Release Oral Tablet,Clinical Drug
191453,"Fragmin, inj-vätska, lösning, förfylld spruta 5000",3019,1301065,Dalteparin,Ingredient
75478,"Diovan Comp ta 160mg/12,5mg Cr",3014,NA,NA,Not Mapped*
432752,"Pradaxa, kapsel, hård 110 mg Cross Pharma AB",3013,40228152,dabigatran etexilate,Ingredient
93224,"Blopress Comp, tablett 16 mg/12,5 mg Cross Pharma",3012,NA,NA,Not Mapped*
398672,"Omestad, Enterokapsel, hård 20 mg",3008,19019418,Omeprazole 20 MG Delayed Release Oral Capsule,Clinical Drug
450363,"Metformin Orifarm, filmdragerad tablett 850 mg",3008,40164946,Metformin hydrochloride 850 MG Oral Tablet,Clinical Drug
73423,"Tanlozid, filmdragerad tablett 50 mg/12,5 mg",3003,NA,NA,Not Mapped*
25644,"Glukosamin Copyfarm, filmdragerad tablett 400 mg",2995,19132996,Glucosamine hydrochloride 400 MG,Clinical Drug Comp
25644,"Glukosamin Copyfarm, filmdragerad tablett 400 mg",2995,1360411,Glucosamine 400 MG,Clinical Drug Comp
5082,"Kalcipos-D mite, filmdragerad tablett 500mg/200 IE",2993,NA,NA,Not Mapped*
513195,"Simvastatin Bluefish, filmdragerad tablett 20 mg",2987,1539411,Simvastatin 20 MG Oral Tablet,Clinical Drug
15037,"Glukosamin Pharma Nord, kapsel, hård 400 mg",2971,19132996,Glucosamine hydrochloride 400 MG,Clinical Drug Comp
15037,"Glukosamin Pharma Nord, kapsel, hård 400 mg",2971,1360411,Glucosamine 400 MG,Clinical Drug Comp
113415,"Klexane, inj-vätska, lösning, förfylld spruta 100",2969,1301025,Enoxaparin,Ingredient
23726,"Simvastatin Krka, filmdragerad tablett 40 mg",2960,1539407,Simvastatin 40 MG Oral Tablet,Clinical Drug
17250,Diklofenak T Copyfarm tab 50mg,2953,40162307,Diclofenac Potassium 50 MG Oral Tablet,Clinical Drug
12928,"Atacand, tablett 4 mg Orifarm AB",2950,1351558,candesartan cilexetil 4 MG Oral Tablet,Clinical Drug
425660,"Cardizem, tablett 60 mg",2949,19133622,Diltiazem Hydrochloride 60 MG Oral Tablet,Clinical Drug
140343,"Impugan, tablett 40 mg",2948,957136,Furosemide 40 MG Oral Tablet,Clinical Drug
323287,"Glycerylnitrat i Essex kräm APL, kräm 2 %",2942,1361711,Nitroglycerin,Ingredient
14747,"Ramipril HEXAL, tablett 10 mg",2937,19102170,Ramipril 10 MG Oral Tablet,Clinical Drug
382164,"Kandrozid, tablett 16 mg",2935,1351583,candesartan cilexetil 16 MG Oral Tablet,Clinical Drug
88376,"Ramipril Teva, tablett 5 mg",2930,1334492,Ramipril 5 MG Oral Tablet,Clinical Drug
58101,"Losartan Actavis, filmdragerad tablett 100 mg",2929,40185276,Losartan Potassium 100 MG Oral Tablet,Clinical Drug
18686,"Karvedilol Actavis tabl 12,5",2920,19022750,carvedilol 12.5 MG Oral Tablet,Clinical Drug
87060,"Artonil, brustablett 150 mg",2918,44818321,Ranitidine 150 MG Effervescent Oral Tablet,Clinical Drug
84927,"Amlodipin Orifarm, tablett 10 mg",2917,19073093,Amlodipine 10 MG Oral Tablet,Clinical Drug
127073,Losazid Co Fo ta 100mg/25mg Cr,2908,NA,NA,Not Mapped*
197514,"Bendroflumetiazid Alternova, tablett 5 mg",2905,1316356,Bendroflumethiazide 5 MG Oral Tablet,Clinical Drug
21795,"Metoprolol Sandoz, depottablett 100 mg",2900,40167200,metoprolol succinate 100 MG Extended Release Oral Tablet,Clinical Drug
22527,"Crestor, filmdragerad tablett 10 mg Orifarm AB",2899,40165245,Rosuvastatin calcium 10 MG Oral Tablet,Clinical Drug
