source_code,frequency,target_concept_id,target_concept_code,target_concept_name
V4199,26,45756535,V41,Car occupant injured in collision with pedal cycle
X6119,26,45600199,X61,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"
X5043,26,45756406,X50,Overexertion and strenuous or repetitive movements as an external cause of morbidity and mortality
V1960,26,45756225,V19,Pedal cyclist injured in other and unspecified transport accidents
X5028,25,45756406,X50,Overexertion and strenuous or repetitive movements as an external cause of morbidity and mortality
W2581,25,45756278,W25,Contact with sharp glass causing accidental injury
W2341,25,45756261,W23,"Caught, crushed, jammed or pinched in or between objects causing accidental injury"
W2694,25,45756279,W26,"Contact with knife, sword or dagger causing accidental injury"
V0994,25,45756176,V09,Pedestrian injured in other and unspecified transport accidents
Y762,25,45756687,Y76,Obstetric and gynecological devices associated with adverse incidents
W3001,25,45756283,W30,Contact with agricultural machinery causing accidental injury
X0698,25,45756366,X06,Exposure to ignition or melting of other clothing and apparel as an external cause of morbidity and mortality
W3171,25,45756284,W31,Contact with other and unspecified machinery causing accidental injury
V8789,25,45756161,V87,Traffic accident of specified type but victim's mode of transport unknown
V8799,25,45756161,V87,Traffic accident of specified type but victim's mode of transport unknown
W3198,25,45756284,W31,Contact with other and unspecified machinery causing accidental injury
W2069,25,45756258,W20,"Struck by thrown, projected or falling object causing accidental injury"
V8899,25,45756186,V88,Nontraffic accident of specified type but victim's mode of transport unknown
V1838,25,45756224,V18,Pedal cyclist injured in noncollision transport accident
V1980,25,45756225,V19,Pedal cyclist injured in other and unspecified transport accidents
V2449,25,45756267,V24,Motorcycle rider injured in collision with heavy transport vehicle or bus
W2979,25,45756282,W29,Contact with other powered hand tools and household machinery causing accidental injury
W8700,25,45756332,W87,Exposure to unspecified electric current as an external cause of morbidity and mortality
W1689,25,45756254,W16,Diving or jumping into water causing injury other than drowning or submersion causing accidental injury
Y357,25,45600230,Y35,Legal intervention
W1479,25,45571087,W14,Fall from tree causing accidental injury
Y3308,25,45756516,Y33,"Other specified events, undetermined intent causing accidental injury"
W4572,25,45756298,W45,Foreign body or object entering through skin causing accidental injury
V9504,25,45756233,V95,Accident to powered aircraft causing injury to occupant
W1171,25,45756251,W11,Fall on and from ladder causing accidental injury
Y0793,25,45595356,Y07,Other maltreatment syndromes
Y0794,25,45595356,Y07,Other maltreatment syndromes
W1011,25,45756250,W10,Fall on and from stairs and steps causing accidental injury
Y0492,25,45756471,Y04,Assault by bodily force
V4364,25,45756542,V43,"Car occupant injured in collision with car, pick-up truck or van"
V4301,25,45756542,V43,"Car occupant injured in collision with car, pick-up truck or van"
Y0098,25,45756468,Y00,Assault by blunt object
X5040,25,45756406,X50,Overexertion and strenuous or repetitive movements as an external cause of morbidity and mortality
W5122,25,45756302,W51,Striking against or bumped into by another person
X5882,25,45756411,X58,Exposure to other specified factors as an external cause of morbidity and mortality
W0598,25,45756247,W05,Fall involving wheelchair causing accidental injury
X5981,25,45756412,X59,Exposure to unspecified factor as an external cause of morbidity and mortality
W0401,25,45756246,W04,Fall while being carried or supported by other persons causing accidental injury
X7019,25,45571181,X70,"Intentional self-harm by hanging, strangulation and suffocation"
W4469,24,45756297,W44,Foreign body entering into or through eye or natural orifice causing accidental injury
W4988,24,45756300,W49,Exposure to other and unspecified inanimate mechanical forces causing accidental injury
W5582,24,45756306,W55,Bitten or struck by other mammals
X5862,24,45756411,X58,Exposure to other specified factors as an external cause of morbidity and mortality
V2998,24,45756342,V29,Motorcycle rider injured in other and unspecified transport accidents
Y1901,24,45756502,Y19,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent"
X1862,24,45756377,X18,Contact with other hot metals as an external cause of morbidity and mortality
W0308,24,45756245,W03,"Other fall on same level due to collision with, or pushing by, another person causing accidental injury"
W1821,24,45756256,W18,Other fall on same level causing accidental injury
W4300,24,45756296,W43,Exposure to vibration causing accidental injury
Y778,24,45756716,Y77,Ophthalmic devices associated with adverse incidents
W8599,24,45756330,W85,Exposure to electric transmission lines as an external cause of morbidity and mortality
Y570,24,45756618,Y57,Adverse effects in the therapeutic use of other and unspecified drugs and medicaments
W3000,24,45756283,W30,Contact with agricultural machinery causing accidental injury
Y415,24,45756527,Y41,Adverse effects in the therapeutic use of other systemic anti-infectives and antiparasitics
W2502,24,45756278,W25,Contact with sharp glass causing accidental injury
W8602,24,45756331,W86,Exposure to other specified electric current as an external cause of morbidity and mortality
W5539,24,45756306,W55,Bitten or struck by other mammals
W5092,24,45756301,W50,"Hit, struck, kicked, twisted, bitten or scratched by another person"
V7499,24,45756021,V74,Bus occupant injured in collision with heavy transport vehicle or bus
W3160,24,45756284,W31,Contact with other and unspecified machinery causing accidental injury
V2941,24,45756342,V29,Motorcycle rider injured in other and unspecified transport accidents
V6399,24,45756679,V63,"Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van"
V9319,24,45756210,V93,"Accident on board watercraft without accident to watercraft, not causing drowning and submersion"
Y621,24,45552028,Y62,Injury due to failure of sterile precautions during surgical and medical care
W2994,24,45756282,W29,Contact with other powered hand tools and household machinery causing accidental injury
Y808,24,45756719,Y80,Physical medicine devices associated with adverse incidents
W2042,24,45756258,W20,"Struck by thrown, projected or falling object causing accidental injury"
W5149,24,45756302,W51,Striking against or bumped into by another person
X6003,24,45756440,X60,"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"
W4594,24,45756298,W45,Foreign body or object entering through skin causing accidental injury
W0204,23,45756244,W02,"Fall involving ice-skates, skis, roller-skates or skateboards causing accidental injury"
X4401,23,45756400,X44,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"
W4454,23,45756297,W44,Foreign body entering into or through eye or natural orifice causing accidental injury
V1929,23,45756225,V19,Pedal cyclist injured in other and unspecified transport accidents
W2344,23,45756261,W23,"Caught, crushed, jammed or pinched in or between objects causing accidental injury"
V1342,23,45756182,V13,"Pedal cyclist injured in collision with car, pick-up truck or van"
Y3189,23,45756514,Y31,"Falling, lying or running before or into moving object, undetermined intent causing accidental injury"
X8000,23,45590551,X80,Intentional self-harm by jumping from a high place
W2343,23,45756261,W23,"Caught, crushed, jammed or pinched in or between objects causing accidental injury"
W0012,23,45756242,W00,Fall on same level involving ice and snow causing accidental injury
W6459,23,45756312,W64,Exposure to other and unspecified animate mechanical forces
Y802,23,45756719,Y80,Physical medicine devices associated with adverse incidents
X1104,23,45756370,X11,Contact with hot tap-water as an external cause of morbidity and mortality
Y3430,23,45756517,Y34,"Unspecified event, undetermined intent causing accidental injury"
W0798,23,45547041,W07,Fall involving chair causing accidental injury
W0721,23,45547041,W07,Fall involving chair causing accidental injury
V4458,23,45756543,V44,Car occupant injured in collision with heavy transport vehicle or bus
W8762,23,45756332,W87,Exposure to unspecified electric current as an external cause of morbidity and mortality
W8703,23,45756332,W87,Exposure to unspecified electric current as an external cause of morbidity and mortality
W5188,23,45756302,W51,Striking against or bumped into by another person
X5939,23,45756412,X59,Exposure to unspecified factor as an external cause of morbidity and mortality
V2740,23,45756276,V27,Motorcycle rider injured in collision with fixed or stationary object
W0888,23,45756248,W08,Fall involving other furniture causing accidental injury
Y403,23,45756526,Y40,Adverse effects in the therapeutic use of systemic antibiotics
W3862,23,45756291,W38,Explosion and rupture of other specified pressurized devices causing accidental injury
X6108,23,45600199,X61,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"
V4861,23,45756571,V48,Car occupant injured in noncollision transport accident
X0200,23,45756362,X02,Exposure to controlled fire in building or structure as an external cause of morbidity and mortality
X3651,23,45756393,X36,"Victim of avalanche, landslide and other earth movements"
