source_code,frequency,intermediate_concept_id,intermediate_code,intermediate_name,intermediate_vocabulary,target_concept_id,target_code,target_name,target_vocabulary,domain_id
H680,836,45567130,H68.0,Eustachian salpingitis,ICD10 code,377884,270491006,Eustachian tube salpingitis,SNOMED,Condition
E14,834,45571663,E14,Unspecified diabetes mellitus,ICD10 Hierarchy,201820,73211009,Diabetes mellitus,SNOMED,Condition
A150,833,45532814,A15.0,"Tuberculosis of lung, confirmed by sputum microscopy with or without culture",ICD10 code,255454,186193001,"Tuberculosis of lung, confirmed by sputum microscopy with or without culture",SNOMED,Condition
T848G,833,45537068,T84.8,"Other complications of internal orthopedic prosthetic devices, implants and grafts",ICD10 code,434822,69260008,Complication of internal prosthetic device,SNOMED,Condition
M103,833,45538654,M10.3,Gout due to impairment of renal function,ICD10 code,192276,190829000,Chronic gouty nephropathy,SNOMED,Condition
R779,833,45539359,R77.9,"Abnormality of plasma protein, unspecified",ICD10 code,4250176,74040009,Protein measurement,SNOMED,Measurement
F106,833,45547673,F10.6,"Mental and behavioral disorders due to use of alcohol, amnesic syndrome",ICD10 code,374623,73097000,Alcohol amnestic disorder,SNOMED,Condition
D830,833,45586126,D83.0,Common variable immunodeficiency with predominant abnormalities of B-cell numbers and function,ICD10 code,4098625,191011000,Common variable immunodeficiency with predominant abnormalities of B-cell numbers and functions,SNOMED,Condition
H698,832,45533394,H69.8,Other specified disorders of Eustachian tube,ICD10 code,381877,56713002,Dysfunction of eustachian tube,SNOMED,Condition
T742,832,45570669,T74.2,Sexual abuse,ICD10 code,438943,225826001,Victim of sexual abuse,SNOMED,Observation
O925,832,45577667,O92.5,Suppressed lactation,ICD10 code,79098,30506002,Suppressed lactation,SNOMED,Condition
H159,831,45538211,H15.9,"Disorder of sclera, unspecified",ICD10 code,436134,33064008,Disorder of sclera,SNOMED,Condition
F451,831,45581462,F45.1,Undifferentiated somatoform disorder,ICD10 code,434625,18393005,Undifferentiated somatoform disorder,SNOMED,Condition
B956A,831,45590869,B95.6,Staphylococcus aureus as the cause of diseases classified to other chapters,ICD10 code,435459,56038003,Staphylococcal infectious disease,SNOMED,Condition
M890,830,45548604,M89.0,Algoneurodystrophy,ICD10 code,4175447,50642008,"Complex regional pain syndrome, type I",SNOMED,Condition
M800K,830,45572553,M80.0,Postmenopausal osteoporosis with pathological fracture,ICD10 code,4067768,203453001,Postmenopausal osteoporosis with pathological fracture,SNOMED,Condition
E061,830,45600632,E06.1,Subacute thyroiditis,ICD10 code,132579,38727009,Subacute thyroiditis,SNOMED,Condition
C629B,828,45532918,C62.9,"Malignant neoplasm of testis, unspecified",ICD10 code,433716,94087009,Primary malignant neoplasm of testis,SNOMED,Condition
F122,826,45566788,F12.2,"Mental and behavioral disorders due to use of cannabinoids, dependence syndrome",ICD10 code,440387,85005007,Cannabis dependence,SNOMED,Condition
O757,826,45592294,O75.7,Vaginal delivery following previous cesarean section,ICD10 code,4129042,237313003,Vaginal delivery following previous cesarean section,SNOMED,Condition
D685,825,45552360,D68.5,Primary Thrombophilia,ICD10 code,4231770,439698008,Hereditary thrombophilia,SNOMED,Condition
N818,825,45567864,N81.8,Other female genital prolapse,ICD10 code,199876,73998008,Prolapse of female genital organs,SNOMED,Condition
Z391,825,45595508,Z39.1,Care and examination of lactating mother,ICD10 code,4047392,133906008,Postpartum care,SNOMED,Observation
H503,824,45547929,H50.3,Intermittent heterotropia,ICD10 code,381869,74025007,Intermittent tropia,SNOMED,Condition
D685E,824,45552360,D68.5,Primary Thrombophilia,ICD10 code,4231770,439698008,Hereditary thrombophilia,SNOMED,Condition
G518,824,45586300,G51.8,Other disorders of facial nerve,ICD10 code,378135,422426003,Facial nerve disorder,SNOMED,Condition
N479C,824,45596870,N47,"Redundant prepuce, phimosis and paraphimosis",ICD10 code,436155,266570005,Redundant prepuce and phimosis,SNOMED,Condition
J44,822,45543268,J44,Other chronic obstructive pulmonary disease,ICD10 Hierarchy,255573,13645005,Chronic obstructive lung disease,SNOMED,Condition
Z886,822,45561668,Z88.6,Personal history of allergy to analgesic agent,ICD10 code,4167777,293582004,Analgesic allergy,SNOMED,Condition
S862,822,45594117,S86.2,Injury of muscle(s) and tendon(s) of anterior muscle group at lower leg level,ICD10 code,4062390,212471007,Injury of muscle(s) and tendon(s) of anterior muscle group at lower leg level,SNOMED,Condition
R630,822,45602036,R63.0,Anorexia,ICD10 code,442165,79890006,Loss of appetite,SNOMED,Observation
K044,820,45567286,K04.4,Acute apical periodontitis of pulpal origin,ICD10 code,132659,88071000,Acute apical periodontitis of pulpal origin,SNOMED,Condition
E200,819,45542745,E20.0,Idiopathic hypoparathyroidism,ICD10 code,4034970,237654002,Idiopathic hypoparathyroidism,SNOMED,Condition
C919,818,45542663,C91.9,"Lymphoid leukemia, unspecified",ICD10 code,132853,188725004,Lymphoid leukemia,SNOMED,Condition
O341,818,45548752,O34.1,Maternal care for tumor of corpus uteri,ICD10 code,196758,223003,Tumor of body of uterus affecting pregnancy,SNOMED,Condition
Z758,818,45581070,Z75.8,Other problems related to medical facilities and other health care,ICD10 code,4145781,266756008,Medical care unavailable,SNOMED,Observation
M711,818,45587047,M71.1,Other infective bursitis,ICD10 code,134453,84017003,Bursitis,SNOMED,Condition
Z209,818,45595489,Z20.9,Contact with and exposure to unspecified communicable disease,ICD10 code,40485017,444107005,Exposure to communicable disease,SNOMED,Observation
G802,817,45571826,G80.2,Infantile hemiplegia,ICD10 code,374336,1593000,Infantile hemiplegia,SNOMED,Condition
B377,817,45595617,B37.7,Candidal septicemia,ICD10 code,40486629,447841007,Sepsis due to Candida,SNOMED,Condition
M960,816,45548637,M96.0,Pseudarthrosis after fusion or arthrodesis,ICD10 code,4069320,203521008,Pseudarthrosis after fusion or arthrodesis,SNOMED,Condition
G238,816,45562077,G23.8,Other specified degenerative diseases of basal ganglia,ICD10 code,378144,70835005,Disorder of basal ganglia,SNOMED,Condition
J679,816,45572173,J67.9,Hypersensitivity pneumonitis due to unspecified organic dust,ICD10 code,444084,37471005,Extrinsic allergic alveolitis,SNOMED,Condition
C442S,815,45600492,C44.2,Malignant neoplasm of skin of ear and external auricular canal,ICD10 code,136916,94019003,Primary malignant neoplasm of skin of external auditory canal,SNOMED,Condition
H730,813,45533405,H73.0,Acute myringitis,ICD10 code,381040,297009,Acute myringitis,SNOMED,Condition
L232A,813,45572265,L23.2,Allergic contact dermatitis due to cosmetics,ICD10 code,4066735,200843008,Allergic contact dermatitis due to cosmetics,SNOMED,Condition
K658,811,45557666,K65.8,Other peritonitis,ICD10 code,196152,48661000,Peritonitis,SNOMED,Condition
M663B,811,45557946,M66.3,Spontaneous rupture of flexor tendons,ICD10 code,4188441,415575007,Spontaneous rupture of flexor tendons,SNOMED,Condition
H921,809,45533423,H92.1,Otorrhea,ICD10 code,378160,65668001,Otorrhea,SNOMED,Condition
Q249,809,45568058,Q24.9,"Congenital malformation of heart, unspecified",ICD10 code,312723,13213009,Congenital heart disease,SNOMED,Condition
H505B,808,45547930,H50.5,Heterophoria,ICD10 code,381870,14619009,Phoria,SNOMED,Condition
Z713,808,45552101,Z71.3,Dietary counseling and surveillance,ICD10 code,4174707,424928005,Dietary management surveillance,SNOMED,Observation
C791,808,45552284,C79.1,Secondary malignant neoplasm of bladder and other and unspecified urinary organs,ICD10 code,78987,94663008,Secondary malignant neoplasm of urinary system,SNOMED,Condition
J431,808,45605888,J43.1,Panlobular emphysema,ICD10 code,4177944,4981000,Panacinar emphysema,SNOMED,Condition
L988D,808,45606028,L98.8,Other specified disorders of skin and subcutaneous tissue,ICD10 code,200174,80659006,Disorder of skin AND/OR subcutaneous tissue,SNOMED,Condition
N219,807,45587238,N21.9,"Calculus of lower urinary tract, unspecified",ICD10 code,197028,79509009,Calculus of lower urinary tract,SNOMED,Condition
M000F,807,45596402,M00.0,Staphylococcal arthritis and polyarthritis,ICD10 code,4066952,201466005,Staphylococcal arthritis and polyarthritis,SNOMED,Condition
M023,806,45572320,M02.3,Reiter's disease,ICD10 code,78357,67224007,Reiter's disease,SNOMED,Condition
Q052,805,45534362,Q05.2,Lumbar spina bifida with hydrocephalus,ICD10 code,200200,203936004,Lumbar spina bifida with hydrocephalus,SNOMED,Condition
M840G,805,45577379,M84.0,Malunion of fracture,ICD10 code,75634,425852005,Fracture malunion,SNOMED,Condition
R938,805,45597210,R93.8,Abnormal findings on diagnostic imaging of other specified body structures,ICD10 code,4180938,363679005,Imaging,SNOMED,Procedure
B189,804,45547441,B18.9,"Chronic viral hepatitis, unspecified",ICD10 code,4012113,10295004,Chronic viral hepatitis,SNOMED,Condition
Q245,804,45563241,Q24.5,Malformation of coronary vessels,ICD10 code,321109,28574005,Congenital anomaly of coronary artery,SNOMED,Condition
D692X,804,45591017,D69.2,Other nonthrombocytopenic purpura,ICD10 code,441259,234493006,Non-thrombocytopenic purpura,SNOMED,Condition
G402X,804,45591172,G40.2,Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures,ICD10 code,4101747,193022009,Localization-related(focal)(partial)idiopathic epilepsy and epileptic syndromes with seizures of localized onset,SNOMED,Condition
D414B,803,45537910,D41.4,Neoplasm of uncertain or unknown behavior of bladder,ICD10 code,198401,94754000,Neoplasm of uncertain behavior of bladder,SNOMED,Condition
H02AB04,803,45552557,H02,Other disorders of eyelid,ICD10 Hierarchy,376125,60113004,Disorder of eyelid,SNOMED,Condition
C447S,803,45566589,C44.7,"Malignant neoplasm of skin of lower limb, including hip",ICD10 code,133150,188127001,Malignant neoplasm of skin of lower limb and hip,SNOMED,Condition
L738D,803,45567366,L73.8,Other specified follicular disorders,ICD10 code,135033,201128002,Hair and hair follicle diseases,SNOMED,Condition
D331,803,45595752,D33.1,"Benign neoplasm of brain, infratentorial",ICD10 code,379769,92030004,Benign neoplasm of brain,SNOMED,Condition
E611,803,45595821,E61.1,Iron deficiency,ICD10 code,4146209,35240004,Iron deficiency,SNOMED,Condition
R008,802,45534420,R00.8,Other and unspecified abnormalities of heart beat,ICD10 code,319927,123824001,Heart sounds abnormal,SNOMED,Condition
G509,802,45605561,G50.9,"Disorder of trigeminal nerve, unspecified",ICD10 code,440703,64309007,Trigeminal nerve disorder,SNOMED,Condition
G569,801,45533156,G56.9,"Mononeuropathy of upper limb, unspecified",ICD10 code,4182966,297945000,Upper limb nerve lesion,SNOMED,Condition
Q660,801,45539290,Q66.0,Talipes equinovarus,ICD10 code,438242,397932003,Talipes equinovarus,SNOMED,Condition
G713,801,45571821,G71.3,"Mitochondrial myopathy, not elsewhere classified",ICD10 code,4059379,16851005,Mitochondrial myopathy,SNOMED,Condition
G728,800,45571822,G72.8,Other specified myopathies,ICD10 code,137275,129565002,Disorder of muscle,SNOMED,Condition
Z339,799,45547302,Z33,"Pregnant state, incidental",ICD10 code,4299535,77386006,Patient currently pregnant,SNOMED,Condition
C258,798,45537796,C25.8,Malignant neoplasm overlapping pancreas site,ICD10 code,192261,109848009,Overlapping malignant neoplasm of pancreas,SNOMED,Condition
Z908,797,45585875,Z90.8,Acquired absence of other organs,ICD10 code,4319325,95428004,Acquired deformity of trunk,SNOMED,Condition
E790,797,45605432,E79.0,Hyperuricemia without signs of inflammatory arthritis and tophaceous disease,ICD10 code,4098611,190920002,Hyperuricemia without signs of inflammatory arthritis and tophaceous disease,SNOMED,Condition
F449,797,45605495,F44.9,"Dissociative [conversion] disorder, unspecified",ICD10 code,434889,44376007,Dissociative disorder,SNOMED,Condition
C493,796,45556989,C49.3,Malignant neoplasm of connective and soft tissue of thorax,ICD10 code,4092358,188009001,Malignant neoplasm of connective and soft tissue of thorax,SNOMED,Condition
D353,796,45591001,D35.3,Benign neoplasm of craniopharyngeal duct,ICD10 code,4241026,92072003,Benign neoplasm of craniopharyngeal duct,SNOMED,Condition
Q446,795,45553680,Q44.6,Cystic disease of liver,ICD10 code,197654,72925005,Congenital cystic disease of liver,SNOMED,Condition
A402,794,45581111,A40.2,"Septicemia due to streptococcus, group D",ICD10 code,40489910,448420009,Sepsis due to Streptococcus group D,SNOMED,Condition
O419,791,45582547,O41.9,"Disorder of amniotic fluid and membranes, unspecified",ICD10 code,438815,72860003,Disorder of amniotic cavity AND/OR membrane,SNOMED,Condition
T847,790,45585305,T84.7,"Infection and inflammatory reaction due to other internal orthopedic prosthetic devices, implants and grafts",ICD10 code,4309315,213126000,Infection of bone graft,SNOMED,Condition
S641,790,45593570,S64.1,Injury of median nerve at wrist and hand level,ICD10 code,43531029,609593002,Injury of branch of median nerve,SNOMED,Condition
K052,789,45572187,K05.2,Acute periodontitis,ICD10 code,132943,21638000,Acute periodontitis,SNOMED,Condition
Z435,788,45556833,Z43.5,Attention to cystostomy,ICD10 code,4306200,387706003,Revision of stoma of bladder,SNOMED,Procedure
H263,788,45562213,H26.3,Drug-induced cataract,ICD10 code,4109548,193609000,Drug-induced cataract,SNOMED,Condition
D229D,788,45571603,D22.9,"Melanocytic nevi, unspecified",ICD10 code,4271013,400096001,Melanocytic nevus,SNOMED,Condition
C109,788,45595636,C10.9,"Malignant neoplasm of oropharynx, unspecified",ICD10 code,4181338,363392002,Malignant tumor of oropharynx,SNOMED,Condition
H602,787,45543099,H60.2,Malignant otitis externa,ICD10 code,437881,94146005,Malignant otitis externa,SNOMED,Condition
R029,786,45534421,R02,"Gangrene, not elsewhere classified",ICD10 code,439928,372070002,Gangrenous disorder,SNOMED,Condition
M058C,786,45538634,M05.8,Other seropositive rheumatoid arthritis,ICD10 code,4035611,239791005,Seropositive rheumatoid arthritis,SNOMED,Condition
T823,786,45546700,T82.3,Mechanical complication of other vascular grafts,ICD10 code,443210,234190001,Disorder of vascular graft,SNOMED,Condition
D410B,785,45581311,D41.0,Neoplasm of uncertain or unknown behavior of kidney,ICD10 code,198402,94889006,Neoplasm of uncertain behavior of kidney,SNOMED,Condition
G542,785,45581505,G54.2,"Cervical root disorders, not elsewhere classified",ICD10 code,137548,54404000,Cervical radiculopathy,SNOMED,Condition
L139,784,45572262,L13.9,"Bullous disorder, unspecified",ICD10 code,137944,7231009,Bullous dermatosis,SNOMED,Condition
K071,784,45591572,K07.1,Anomalies of jaw-cranial base relationship,ICD10 code,140443,196393007,Asymmetry of jaw,SNOMED,Condition
J382,784,45605887,J38.2,Nodules of vocal cords,ICD10 code,4110502,195853009,Singers' chorditis,SNOMED,Condition
H681,783,45586536,H68.1,Obstruction of Eustachian tube,ICD10 code,381302,48145001,Obstruction of Eustachian tube,SNOMED,Condition
F309,783,45600738,F30.9,"Manic episode, unspecified",ICD10 code,443237,268619003,"Manic disorder, single episode",SNOMED,Condition
Q255,782,45587450,Q25.5,Atresia of pulmonary artery,ICD10 code,4031766,10930001,Congenital atresia of pulmonary artery,SNOMED,Condition
D161,781,45552331,D16.1,Benign neoplasm of short bones of upper limb,ICD10 code,433981,92341008,Benign neoplasm of short bone of upper limb,SNOMED,Condition
M866G,780,45596781,M86.6,Other chronic osteomyelitis,ICD10 code,134735,40970001,Chronic osteomyelitis,SNOMED,Condition
Z299,779,45547298,Z29.9,"Prophylactic measure, unspecified",ICD10 code,4061660,169443000,Preventive procedure,SNOMED,Procedure
M008,779,45548233,M00.8,Arthritis and polyarthritis due to other specified bacterial agents,ICD10 code,4167984,48245008,Bacterial arthritis,SNOMED,Condition
R649,779,45568145,R64,Cachexia,ICD10 code,134765,238108007,Cachexia,SNOMED,Condition
L309D,779,45572271,L30.9,"Dermatitis, unspecified",ICD10 code,,,,,
G433,779,45576576,G43.3,Complicated migraine,ICD10 code,4105620,193039006,Complicated migraine,SNOMED,Condition
D334,778,45537906,D33.4,Benign neoplasm of spinal cord,ICD10 code,138117,92405007,Benign neoplasm of spinal cord,SNOMED,Condition
N308,778,45539040,N30.8,Other cystitis,ICD10 code,195588,38822007,Cystitis,SNOMED,Condition
T432,778,45570428,T43.2,Poisoning by other and unspecified antidepressants,ICD10 code,439216,216545008,Accidental poisoning by antidepressants,SNOMED,Condition
E349,778,45595814,E34.9,"Endocrine disorder, unspecified",ICD10 code,31821,362969004,Disorder of endocrine system,SNOMED,Condition
R390,777,45582702,R39.0,Extravasation of urine,ICD10 code,193598,274732007,Extravasation of urine,SNOMED,Condition
M073G,777,45591706,M07.3,Other psoriatic arthropathies,ICD10 code,81931,33339001,Psoriasis with arthropathy,SNOMED,Condition
