source_code,source_description
JAR61,Laparoskopisk operation av stomibråck med implantat i bråckporten (inlay)
JAR70,Öppen operation av stomibråck med implantat i flera lager
JAR71,Laparoskopisk operation av stomibråck med implantat i flera lager
JAR80,Annan öppen operation av stomibråck
JAR81,Annan laparoskopisk operation av stomibråck
JAS10,Öppen operation av intraabdominellt bråck med suturplastik
JAS11,Laparoskopisk operation av intraabdominellt bråck med suturplastik
JAS80,Annan öppen operation av intraabdominellt bråck
JAS81,Annan laparoskopisk operation av intraabdominellt bråck
JAW96,"Annan operation på bukvägg, mesenterium, peritoneum eller oment (i)"
JAW97,"Annan laparoskopisk operation på bukvägg, mesenterium, peritoneum eller oment (i)"
JBA00,Sutur av diafragmaruptur
JBA01,Laparoskopisk sutur av diafragmaruptur
JBA10,Biopsi eller exstirpation av förändring i diafragma
JBA11,Laparoskopisk biopsi eller exstirpation av förändring i diafragma
JBA20,Transabdominell resektion av diafragma
JBA21,Laparoskopisk resektion av diafragma
JBB00,Radikaloperation av paraesofagealt bråck
JBB01,Laparoskopisk operation av paraesofagealt bråck
JBB10,Radikaloperation av medfött diafragmabråck
JBB11,Laparoskopisk operation av medfött diafragmabråck
JBB96,Annan operation av diafragmabråck (i)
JBB97,Annan laparoskopisk operation av diafragmabråck
JBC00,Operation för gastroesofageal reflux
JBC01,Laparoskopisk operation för gastroesofageal reflux
JBW96,Annan operation på diafragma eller vid gastroesofageal reflux (i)
JBW97,Annan laparoskopisk operation på diafragma eller vid gastroesofageal reflux
JCA00,Esofagotomi
JCA01,Laparoskopisk eller torakoskopisk exstirpation av förändring i esofagus
JCA05,Endoskopisk polypektomi i esofagus
JCA08,Endoskopiskt avlägsnande av främmande kropp i esofagus
JCA12,Endoskopisk divertikuloesofagostomi
JCA20,Ligatur av esofagusvaricer
JCA22,Endoskopisk ligatur av esofagusvaricer
JCA32,Endoskopisk injektionsbehandling i esofagus (i)
JCA35,Endoskopisk koagulation i esofagus
JCA38,Endoskopisk laserterapi i esofagus
JCA42,Annan endoskopisk hemostatisk behandling i esofagus (i)
JCA45,Endoskopisk mukosa- eller submukosaresektion i esofagus
JCA52,Annan endoskopisk diatermi- eller värmebehandling i esofagus (i)
JCA55,Endoskopisk dilatation av esofagus
JCA60,Transcervikal exstirpation av esofagusdivertikel
JCA96,Annan lokal operation på esofagus (i)
JCA97,Annan torakoskopisk eller laparoskopisk lokal operation på esofagus (i)
JCA98,Annan endoskopisk lokal operation på esofagus (i)
JCB00,Esofagostomi
JCB01,Laparoskopisk eller torakoskopisk esofagostomi
JCC00,Transhiatal resektion av esofagus utan interposition
JCC10,Transtorakal resektion av esofagus utan interposition
JCC11,Torakoskopisk eller laparoskopisk resektion av esofagus
JCC20,Transhiatal resektion av esofagus med interposition av tarm
JCC30,Transtorakal resektion av esofagus med interposition av tarm
JCC96,Annan resektion av esofagus (i)
JCC97,Annan laparoskopisk resektion av esofagus (i)
JCD00,Subkutan anastomosering av esofagus utan interposition
JCD03,Subkutan anastomosering av esofagus med interposition av tarm
JCD10,Intratorakal anastomosering av esofagus utan interposition
JCD11,Torakoskopisk eller laparoskopisk anastomosering av esofagus utan interposition
JCD13,Intratorakal anastomosering av esofagus med interposition av tarm
JCD20,Transsektion av esofagus
JCD96,Annan anastomosering av esofagus utan resektion (i)
JCD97,Annan torakoskopisk eller laparoskopisk anastomosering av esofagus utan resektion (i)
JCE00,Sutur av esofagus
JCE01,Torakoskopisk eller laparoskopisk sutur av esofagus
JCE10,Plastisk operation för kardiastenos
JCE20,Esofagogastromyotomi
JCE21,Laparoskopisk esofagogastromyotomi
JCE30,Rekonstruktion vid esofagusatresi eller esofagotrakeal fistel
JCE33,Slutning av förvärvad esofagotrakeal eller esofagobronkial fistel
JCE40,Rekonstruktion av esofagus med lambå
JCE50,Rekonstruktion av esofagus med fritt transplantat
JCE96,Annan rekonstruktion av esofagus (i)
JCE97,Annan torakoskopisk eller laparoskopisk rekonstruktion av esofagus (i)
JCF00,Inläggning av stent i esofagus (i)
JCF12,Endoskopisk inläggning av stent i esofagus
JCW96,Annan operation på esofagus (i)
JCW97,Annan torakoskopisk eller laparoskopisk operation på esofagus (i)
JCW98,Annan transluminal endoskopisk operation på esofagus (i)
JDA00,Gastrotomi
JDA05,Endoskopisk polypektomi i ventrikeln inkl pylorus
JDA08,Endoskopiskt avlägsnande av främmande kropp i ventrikeln
JDA12,Endoskopisk inläggning av stent i ventrikeln
JDA22,Endoskopisk ligatur av fundusvaricer
JDA32,Endoskopisk injektionsbehandling i ventrikeln inkl pylorus
JDA35,Endoskopisk koagulation i ventrikeln inkl pylorus
JDA38,Endoskopisk laserterapi i ventrikeln inkl pylorus
JDA42,Annan endoskopisk hemostatisk åtgärd i ventrikeln inkl pylorus (i)
JDA45,Endoskopisk mukosa- eller submukosaresektion i ventrikeln inkl. pylorus
JDA52,Annan endoskopisk lokal operation med diatermi eller värme i ventrikeln inkl pylorus (i)
JDA55,"Endoskopisk dilatation av ventrikel, pylorus eller ventrikelanastomos"
JDA60,Gastrorafi
JDA61,Laparoskopisk gastrorafi
JDA63,Exstirpation av lokal förändring i ventrikeln inkl pylorus
JDB00,Gastrostomi
JDB01,Laparoskopisk gastrostomi
JDB10,Perkutan gastrostomi (i)
JDC00,Ventrikelresektion med gastroduodenostomi (i)
JDC10,Ventrikelresektion med gastrojejunostomi (i)
JDC11,Laparoskopisk ventrikelresektion med gastrojejunostomi
JDC20,Ventrikelresektion med gastrojejunostomi ad modum Roux-en-Y (i)
JDC30,Ventrikelresektion med jejunuminterposition
JDC40,Kardiaresektion med esofagogastrostomi
JDC96,Ventrikelresektion med annan rekonstruktion (i)
JDC97,Laparoskopisk ventrikelresektion med annan rekonstruktion (i)
JDD00,Gastrektomi med esofagojejunostomi ad modum Roux-en-Y
JDD96,Gastrektomi med annan rekonstruktion (i)
JDE00,Gastroenterostomi (i)
JDE01,Laparoskopisk gastroenterostomi
JDE10,Konvertering av gastroenterostomi till Roux-en-Y anastomos
JDE20,Konvertering av gastroenterostomi till gastroduodenostomi med jejunuminterposition
JDE96,Annan ventrikelanastomos utan samtidig resektion (i)
JDF00,Gastroplastik
JDF01,Laparoskopisk gastroplastik
JDF10,Gastric bypass
JDF11,Laparoskopisk gastric bypass
JDF20,Magsäcksbandning
JDF21,Laparoskopisk magsäcksbandning
JDF32,Endoskopiskt införande av expanderbar främmande kropp i ventrikel
JDF96,Annat volymsinskränkande ingrepp på ventrikel (i)
JDF97,Annat laparoskopiskt volymsinskränkande ingrepp på ventrikel (i)
JDF98,Annat gastroskopiskt volymsinskränkande ingrepp på ventrikel (i)
JDG00,Trunkal vagotomi
JDG01,Laparoskopisk eller torakoskopisk trunkal vagotomi
JDG10,Proximal vagotomi (i)
JDG11,Laparoskopisk proximal vagotomi
JDG96,Annan vagotomi (i)
JDG97,Annan laparoskopisk vagotomi (i)
JDH00,Duodenotomi
JDH05,Endoskopisk polypektomi i duodenum
JDH08,Endoskopiskt avlägsnande av främmande kropp i duodenum
JDH15,Endoskopisk injektionsbehandling i duodenum
JDH18,Endoskopisk koagulation i duodenum
JDH22,Endoskopisk laserterapi i duodenum
JDH25,Annat endoskopiskt hemostatiskt ingrepp i duodenum (i)
JDH28,Annat endoskopiskt lokalt ingrepp med diatermi eller värme i duodenum (i)
JDH32,Endoskopisk dilatation av duodenum
JDH35,Endoskopisk inläggning av stent i duodenum
JDH40,Duodenostomi
JDH41,Laparoskopisk duodenostomi
JDH50,Exstirpation av lokal förändring i bulbus duodeni
JDH52,Endoskopisk mukosa- eller submukosaresektion i duodenum
JDH60,Pyloromyotomi
JDH61,Laparoskopisk pyloromyotomi
JDH63,Pylorusplastik
JDH70,Duodenorafi
JDH71,Laparoskopisk duodenorafi
JDW96,Annan operation på ventrikeln eller duodenum (i)
JDW97,Annan laparoskopisk operation på ventrikeln eller duodenum (i)
JDW98,Annan transluminal endoskopisk operation på ventrikeln eller duodenum (i)
JEA00,Appendektomi
JEA01,Laparoskopisk appendektomi
JEA10,Appendektomi med dränage
JEW96,Annan operation på appendix (i)
JEW97,Annan laparoskopisk operation på appendix (i)
JFA00,Enterotomi (i)
JFA02,Endoskopisk extraktion av främmande kropp i tunntarm
JFA05,Endoskopisk polypektomi i tunntarm
JFA10,Kolotomi (i)
JFA12,Endoskopisk extraktion av främmande kropp i kolon
JFA15,Endoskopisk polypektomi i kolon
JFA16,Väggbiopsi av kolon utan kolotomi
JFA17,Laparoskopisk väggbiopsi av kolon utan kolotomi
JFA22,Endoskopisk injektionsbehandling i tunntarm
JFA25,Endoskopisk koagulation i tunntarm
JFA28,Endoskopisk laserterapi i tunntarm
JFA32,Annat endoskopiskt hemostatiskt ingrepp i tunntarm
JFA35,Annat endoskopisk lokalt ingrepp med diatermi eller värme i tunntarm
JFA38,Endoskopisk dilatation av tunntarm
JFA42,Endoskopisk injektionsbehandling i kolon
JFA45,Endoskopisk koagulation i kolon
JFA48,Endoskopisk laserterapi i kolon
JFA52,Annat endoskopiskt hemostatiskt ingrepp i kolon
JFA55,Annat endoskopiskt lokalt ingrepp med diatermi eller värme i kolon
JFA58,Endoskopisk dilatation av kolon
JFA60,Strikturplastik i tunntarm
JFA63,Strikturplastik i kolon
JFA65,Endoskopisk inläggning av stent i tunntarm
JFA68,Endoskopisk inläggning av stent i kolon
JFA70,Enterorafi
JFA71,Laparoskopisk enterorafi
JFA73,Exstirpation av lokal förändring i tunntarm
JFA74,Laparoskopisk exstirpation av lokal förändring i tunntarm
JFA76,Slutning av tunntarmsfistel (i)
JFA80,Kolorafi
JFA81,Laparoskopisk kolorafi
JFA83,Exstirpation av lokal förändring i kolon
JFA84,Laparoskopisk exstirpation av lokal förändring i kolon
JFA85,Endoskopisk mukosa- eller submukosaresektion i kolon
JFA86,Slutning av kolonfistel
JFA96,Annan lokal operation på tarm
JFA97,Annan laparoskopisk lokal operation på tunntarm eller kolon
JFA98,Annan transluminal endoskopisk lokal operation på tunntarm eller kolon
JFB00,Tunntarmsresektion
JFB01,Laparoskopisk tunntarmsresektion
JFB10,Reversering av tunntarmssegment
JFB13,Förlängningsplastik på tunntarm
JFB20,Ileocekalresektion
JFB21,Laparoskopisk ileocekalresektion
JFB30,Högersidig hemikolektomi
JFB31,Laparoskopisk högersidig hemikolektomi
JFB33,Annan resektion som omfattar tunntarm och kolon (i)
JFB34,Annan laparoskopisk resektion som omfattar tunntarm och kolon (i)
JFB40,Resektion av colon transversum
JFB41,Laparoskopisk resektion av colon transversum
JFB43,Vänstersidig hemikolektomi
JFB44,Laparoskopisk vänstersidig hemikolektomi
JFB46,Resektion av colon sigmoideum (i)
JFB47,Laparoskopisk resektion av colon sigmoideum (i)
JFB50,Annan kolonresektion (i)
JFB51,Annan laparoskopisk kolonresektion (i)
JFB53,Resektion av colon sigmoideum med samtidig resektion av del av rektum
JFB54,Laparoskopisk resektion av colon sigmoideum med samtidig resektion av del av rektum
JFB60,Resektion av colon sigmoideum med sigmoideostomi
JFB61,Laparoskopisk resektion av colon sigmoideum med sigmoideostomi och slutning av rektum
JFB63,Annan kolonresektion med kolostomi och slutning av distal stump (i)
JFB64,Annan laparoskopisk kolonresektion med kolostomi och slutning av distal stump (i)
JFB96,Annan resektion av tunntarm eller kolon (i)
JFB97,Annan laparoskopisk resektion av tunntarm eller kolon (i)
JFC00,Enteroanastomos (i)
JFC01,Laparoskopisk enteroanastomos
JFC10,Ileotransversostomi
JFC11,Laparoskopisk ileotransversostomi
JFC20,Annan enterokolostomi (i)
JFC21,Annan laparoskopisk enterokolostomi (i)
JFC30,Kolokolostomi
JFC31,Laparoskopisk kolokolostomi
JFC40,Ileorektal anastomos
JFC41,Laparoskopisk ileorektal anastomos
JFC50,Kolorektal anastomos
JFC51,Laparoskopisk kolorektal anastomos
JFD00,Tarmshunt
JFD03,Duodenal bypass med gallpankreatisk avledning
JFD04,Laparoskopisk duodenal shunt med gallpankreatisk avledning
JFD10,Revision av tarmshunt
JFD13,Revision av duodenal shunt
JFD20,Återställning av tarmshunt
JFD23,Återställning efter duodenal shunt
JFD96,Annan tarmshuntoperation (i)
JFE00,Tunntarmstransplantation
JFE96,Annan operation i samband med tunntarmstransplantation
JFF00,Kateterenterostomi
JFF01,Laparoskopisk kateterenterostomi
JFF10,Loopileostomi
JFF11,Laparoskopisk loopileostomi
JFF13,Enterostomi (i)
JFF20,Cekostomi (i)
JFF21,Laparoskopisk cekostomi
JFF23,Transversostomi
JFF24,Laparoskopisk transversostomi
JFF26,Sigmoideostomi
JFF27,Laparoskopisk sigmoideostomi
JFF30,Annan kolostomi (i)
JFF31,Annan laparoskopisk kolostomi (i)
JFF40,Appendikostomi
JFF41,Laparoskopisk appendikostomi
JFF50,Framläggning av kolonslynga utan primär öppning
JFF51,Laparoskopisk framläggning av kolonslynga utan primär öppning
JFF60,Öppning av framlagd kolonslynga
JFF96,Annan framläggning av tunntarm eller kolon (i)
JFF97,Annan laparoskopisk framläggning av tunntarm eller kolon (i)
JFG00,Slutning av loopenterostomi utan tarmresektion
JFG10,Slutning av loopkolostomi utan tarmresektion
JFG20,Slutning av enterostomi med tarmresektion
JFG23,Slutning av enterostomi med anastomos till tunntarm
JFG26,Slutning av enterostomi med anastomos till kolon
JFG29,Slutning av enterostomi med anastomos till rektum
JFG30,Slutning av kolostomi med tarmresektion
JFG33,Slutning av kolostomi med anastomos till kolon
JFG36,Slutning av kolostomi med anastomos till rektum
JFG40,Revision av entero- eller kolostomi utan laparotomi
JFG50,Laparotomi med revision av entero- eller kolostomi
JFG53,Revision av ileum-bäckenreservoar
JFG56,Revision av kolon-bäckenreservoar
JFG60,Konvertering av konventionell ileostomi till kontinent ileostomi
JFG70,Konvertering av kontinent ileostomi till konventionell ileostomi
JFG73,Exstirpation av ileum-bäckenreservoar
JFG76,Exstirpation av kolon-bäckenreservoar med kolorektal eller koloanal anastomos
JFG80,Exstirpation av ileumreservoar med konstruktion av ny kontinent ileostomi
JFG83,Exstirpation av kolon-bäckenreservoar och konstruktion av ny reservoar
JFG86,Exstirpation av ileum-bäckenreservoar och konstruktion av ny reservoar
JFG96,Annan operation på framlagd tarm eller reservoar (i)
JFH00,Kolektomi med ileorektal anastomos
JFH01,Laparoskopisk kolektomi med ileorektal anastomos
JFH10,Kolektomi och ileostomi
JFH11,Laparoskopisk kolektomi och ileostomi
JFH20,Proktokolektomi med ileostomi
JFH30,"Kolektomi, rektal mukosektomi och ileoanal anastomos utan ileostomi"
JFH31,"Laparoskopisk kolektomi, ändtarmsexcision och ileoanal anastomos utan ileostomi (i)"
JFH33,"Kolektomi, rektal mukosektomi, ileoanal anastomos och ileostomi (i)"
JFH40,Proktokolektomi med kontinent ileostomi (i)
JFH96,Annan kolektomi (i)
JFJ00,Cekopexi
JFJ01,Laparoskopisk cekopexi
JFJ96,Annan fixation av tarm till bukvägg (i)
JFJ97,Annan laparoskopisk fixation av tarm till bukvägg (i)
JFK00,Delning av brid
JFK01,Laparoskopisk delning av brid
JFK10,Adherenslösning
JFK20,Adherenslösning med fixation av tunntarm
JFK96,Annan delning av adherenser vid tarmobstruktion (i)
JFK97,Annan laparoskopisk delning av adherenser vid tarmobstruktion (i)
JFL00,Laparotomi och desinvagination av tarm
JFL10,Laparotomi och reposition eller detorsion av tarm
JFL11,Laparoskopisk reponering eller manipulation av obstruerad tarm (i)
JFL20,Manipulation av obstruerande tarminnehåll
JFL96,Annan behandling av tarmobstruktion utan resektion eller adherenslösning (i)
JFM00,Peroperativt tarmlavage
JFW96,Annan operation på tunntarm eller kolon (i)
JFW97,Annan laparoskopisk operation på tunntarm eller kolon (i)
JFW98,Annan transluminal endoskopisk operation på tunntarm eller kolon (i)
