source_code,intermediate_code,intermediate_concept_id,intermediate_name,intermediate_vocabulary,target_concept_id,target_name,target_vocabulary
E702,E70.2,45576463,Disorders of tyrosine metabolism,ICD10,4291019,Disorder of tyrosine metabolism,SNOMED
D180C,D18.0,45586089,"Hemangioma, any site",ICD10,441818,Hemangioma,SNOMED
N761,N76.1,45534140,Subacute and chronic vaginitis,ICD10,4061050,Subacute and chronic vaginitis,SNOMED
D179D,D17.9,45537896,"Benign lipomatous neoplasm, unspecified",ICD10,4112852,Benign lipomatous tumor,SNOMED
D682C,D68.2,45537925,Hereditary deficiency of other clotting factors,ICD10,432296,Coagulation factor deficiency syndrome,SNOMED
N259,N25.9,45539035,"Disorder resulting from impaired renal tubular function, unspecified",ICD10,4318544,Renal tubular disorder,SNOMED
C160B,C16.0,45556964,Malignant neoplasm of cardia,ICD10,4094856,Malignant tumor of cardia,SNOMED
L309C,L30.9,45572271,"Dermatitis, unspecified",ICD10,,,
S561,S56.1,45583544,Injury of long flexor muscle and tendon of other finger(s) at forearm level,ICD10,134222,Injury of forearm,SNOMED
N363,N36.3,45596863,Prolapsed urethral mucosa,ICD10,441906,Prolapse of urethra,SNOMED
H480,H48.0,45600949,Optic atrophy in diseases classified elsewhere,ICD10,372914,Optic atrophy,SNOMED
A181,A18.1,45532817,Tuberculosis of genitourinary system,ICD10,73686,Tuberculosis of genitourinary system,SNOMED
M122G,M12.2,45538666,Villonodular synovitis (pigmented),ICD10,81382,Pigmented villonodular synovitis,SNOMED
Z638,Z63.8,45542448,Other specified problems related to primary support group,ICD10,4152813,Family disruption,SNOMED
L01BA01,L01,45548179,Impetigo,ICD10 Hierarchy,140480,Impetigo,SNOMED
L408W,L40.8,45567355,Other psoriasis,ICD10,140168,Psoriasis,SNOMED
N000,N00.0,45534114,"Acute nephritic syndrome, minor glomerular abnormality",ICD10,4059454,"Acute nephritic syndrome, minor glomerular abnormality",SNOMED
L998,L99.8,45543412,Other specified disorders of skin and subcutaneous tissue in diseases classified elsewhere,ICD10,200174,Disorder of skin AND/OR subcutaneous tissue,SNOMED
K613,K61.3,45576996,Ischiorectal abscess,ICD10,4262720,Ischiorectal abscess,SNOMED
K436,K43.6,45601170,"Other and unspecified ventral hernia with obstruction, without gangrene",ICD10,197916,Obstructed hernia of anterior abdominal wall,SNOMED
O422,O42.2,45606627,"Premature rupture of membranes, labor delayed by therapy",ICD10,4064709,"Premature rupture of membranes, labor delayed by therapy",SNOMED
Z094J,Z09.4,45561611,Follow-up examination after treatment of fracture,ICD10,4307024,Follow-up encounter,SNOMED
N499,N49.9,45577534,Inflammatory disorder of unspecified male genital organ,ICD10,197605,Inflammatory disorder of male genital organ,SNOMED
N479X,N47,45596870,"Redundant prepuce, phimosis and paraphimosis",ICD10,436155,Redundant prepuce and phimosis,SNOMED
S031,S03.1,45597265,Dislocation of septal cartilage of nose,ICD10,4090883,Nasal septal caudal dislocation,SNOMED
Z120,Z12.0,45600304,Special screening examination for neoplasm of stomach,ICD10,4048727,Screening for cancer,SNOMED
R349,R34,45602018,Anuria and oliguria,ICD10,75365,Oliguria and anuria,SNOMED
S234,S23.4,45534723,Sprain and strain of ribs and sternum,ICD10,437708,Costal cartilage injury,SNOMED
Z809,Z80.9,45552110,"Family history of malignant neoplasm, unspecified",ICD10,4167217,Family history of clinical finding,SNOMED
Q652,Q65.2,45563257,"Congenital dislocation of hip, unspecified",ICD10,4167532,Congenital dislocation of hip,SNOMED
L408B,L40.8,45567355,Other psoriasis,ICD10,140168,Psoriasis,SNOMED
Z876,Z87.6,45581084,Personal history of certain conditions arising in the perinatal period,ICD10,4214956,History of clinical finding in subject,SNOMED
D892,D89.2,45600624,"Hypergammaglobulinemia, unspecified",ICD10,443723,Disorder of cellular component of blood,SNOMED
G634,G63.4,45605571,Polyneuropathy in nutritional deficiency,ICD10,376686,Polyneuropathy associated with another disorder,SNOMED
T140B,T14.0,45541246,Superficial injury of unspecified body region,ICD10,4053584,Superficial injury,SNOMED
D437,D43.7,45571620,Neoplasm of uncertain or unknown behavior of other parts of central nervous system,ICD10,376660,Neoplasm of uncertain behavior of nervous system,SNOMED
F232,F23.2,45586233,Acute schizophrenia-like psychotic disorder,ICD10,4133495,Acute schizophrenia-like psychotic disorder,SNOMED
Q223,Q22.3,45587448,Other congenital malformations of pulmonary valve,ICD10,319921,Congenital pulmonary valve abnormality,SNOMED
T311,T31.1,45594544,Burns involving 10-19% of body surface,ICD10,135699,Burn any degree involving 10-19 percent of body surface,SNOMED
G979,G97.9,45595969,"Postprocedural disorder of nervous system, unspecified",ICD10,376337,Disorder of nervous system,SNOMED
S443,S44.3,45544758,Injury of axillary nerve,ICD10,440893,Injury of axillary nerve,SNOMED
N733,N73.3,45558167,Female acute pelvic peritonitis,ICD10,199885,Acute female pelvic peritonitis,SNOMED
O359,O35.9,45563113,"Maternal care for (suspected) fetal abnormality and damage, unspecified",ICD10,77335,Known OR suspected fetal abnormality affecting management of mother,SNOMED
S9251,S92.5,45565210,Fracture of other toe,ICD10,4058637,Fracture of phalanx of foot,SNOMED
T598,T59.8,45565733,"Toxic effect of other specified gases, fumes and vapors",ICD10,436612,Toxic effect of hydrocarbon gas,SNOMED
T919,T91.9,45575633,Sequelae of unspecified injury of neck and trunk,ICD10,4110914,Sequelae of injuries of neck and trunk,SNOMED
H218,H21.8,45581623,Other specified disorders of iris and ciliary body,ICD10,442770,Disorder of ciliary body,SNOMED
Z658,Z65.8,45595536,Other specified problems related to psychosocial circumstances,ICD10,4107655,Finding relating to psychosocial functioning,SNOMED
UA5401,,,,,,,
C349F,C34.9,45542592,"Malignant neoplasm of bronchus or lung, unspecified",ICD10,442139,Primary malignant neoplasm of bronchus,SNOMED
Q611,Q61.1,45544102,"Polycystic kidney, infantile type",ICD10,201675,"Polycystic kidney disease, infantile type",SNOMED
H279,H27.9,45552646,"Disorder of lens, unspecified",ICD10,373785,Disorder of lens,SNOMED
C845X,C84.5,45561857,Other and unspecified T-cell lymphomas,ICD10,4212994,"Extranodal NK/T-cell lymphoma, nasal type",SNOMED
A318,A31.8,45571423,Other mycobacterial infections,ICD10,440631,Mycobacteriosis,SNOMED
H401W,H40.1,45533312,Primary open-angle glaucoma,ICD10,435262,Primary open angle glaucoma,SNOMED
R635,R63.5,45544155,Abnormal weight gain,ICD10,439141,Abnormal weight gain,SNOMED
T261,T26.1,45551084,Burn of cornea and conjunctival sac,ICD10,44784606,Burn of cornea and conjunctival sac,SNOMED
B258,B25.8,45556933,Other cytomegaloviral diseases,ICD10,440032,Cytomegalovirus infection,SNOMED
D291,D29.1,45561905,Benign neoplasm of prostate,ICD10,197237,Benign neoplasm of prostate,SNOMED
O169,O16,45563054,Unspecified maternal hypertension,ICD10,321080,"Hypertension complicating pregnancy, childbirth and the puerperium",SNOMED
D137,D13.7,45576379,Benign neoplasm of endocrine pancreas,ICD10,193722,Benign tumor of endocrine pancreas,SNOMED
G521,G52.1,45605563,Disorders of glossopharyngeal nerve,ICD10,435803,Disorder of glossopharyngeal nerve,SNOMED
Q539,Q53.9,45534386,"Undescended testicle, unspecified",ICD10,437655,Undescended testicle,SNOMED
I309A,I30.9,45572086,"Acute pericarditis, unspecified",ICD10,320116,Acute pericarditis,SNOMED
K834,K83.4,45572236,Spasm of sphincter of Oddi,ICD10,441067,Spasm of sphincter of Oddi,SNOMED
D013,D01.3,45586076,Carcinoma in situ of anus and anal canal,ICD10,78110,Carcinoma in situ of anus,SNOMED
F501,F50.1,45586245,Atypical anorexia nervosa,ICD10,4333683,Atypical anorexia nervosa,SNOMED
D48,D48,45600599,Neoplasm of uncertain or unknown behavior of other and unspecified sites,ICD10 Hierarchy,432582,Neoplastic disease of uncertain behavior,SNOMED
F206,F20.6,45533093,Simple schizophrenia,ICD10,436067,Simple schizophrenia,SNOMED
I668,I66.8,45538400,Occlusion and stenosis of other cerebral artery,ICD10,372924,Cerebral artery occlusion,SNOMED
N907,N90.7,45539071,Vulvar cyst,ICD10,4243821,Cyst of vulva,SNOMED
Q639,Q63.9,45553689,"Congenital malformation of kidney, unspecified",ICD10,195363,Congenital anomaly of the kidney,SNOMED
Z042,Z04.2,45585799,Examination and observation following work accident,ICD10,4064523,Examination for work accident,SNOMED
D467,D46.7,45595762,Other myelodysplastic syndromes,ICD10,4216427,Refractory cytopenia with multilineage dysplasia and ringed sideroblasts,SNOMED
J930,J93.0,45605899,Spontaneous tension pneumothorax,ICD10,258787,Spontaneous tension pneumothorax,SNOMED
K312,K31.2,45533585,Hourglass stricture and stenosis of stomach,ICD10,194987,Hourglass contraction of stomach,SNOMED
C431,C43.1,45542596,"Malignant melanoma of eyelid, including canthus",ICD10,434590,Malignant melanoma of skin of eyelid,SNOMED
G718,G71.8,45542904,Other primary disorders of muscles,ICD10,137275,Disorder of muscle,SNOMED
T834,T83.4,45556263,"Mechanical complication of other prosthetic devices, implants and grafts in genital tract",ICD10,442012,"Mechanical complication of genitourinary device, implant AND/OR graft",SNOMED
D166,D16.6,45557058,Benign neoplasm of vertebral column,ICD10,4113124,Benign neoplasm of spine,SNOMED
Q274,Q27.4,45558400,Congenital phlebectasia,ICD10,4035494,Congenital phlebectasia,SNOMED
Z228A,Z22.8,45576142,Carrier of other infectious diseases,ICD10,4280828,Infectious disease carrier,SNOMED
K643,K64.3,45581908,Fourth degree hemorrhoids,ICD10,201322,Internal hemorrhoids without complication,SNOMED
C103,C10.3,45590876,Malignant neoplasm of posterior wall of oropharynx,ICD10,4094721,Malignant tumor of posterior wall of oropharynx,SNOMED
Z966D,Z96.6,45600385,Presence of orthopedic joint implants,ICD10,4152780,Presence of orthopedic joint implant,SNOMED
I328,I32.8,45605793,Pericarditis in other diseases classified elsewhere,ICD10,4138837,Pericarditis,SNOMED
E111B,E11.1,45542739,Non-insulin-dependent diabetes mellitus with ketoacidosis,ICD10,443734,Ketoacidosis in type 2 diabetes mellitus,SNOMED
T839,T83.9,45546724,"Unspecified complication of genitourinary prosthetic device, implant and graft",ICD10,442012,"Mechanical complication of genitourinary device, implant AND/OR graft",SNOMED
T180,T18.0,45579841,Foreign body in mouth,ICD10,135424,Foreign body in mouth,SNOMED
A493,A49.3,45585915,"Mycoplasma infection, unspecified",ICD10,436900,Mycoplasma infection,SNOMED
L941,L94.1,45586800,Linear scleroderma,ICD10,4331739,Linear scleroderma,SNOMED
Z929,Z92.9,45590774,"Personal history of medical treatment, unspecified",ICD10,4215685,Past history of procedure,SNOMED
Z805,Z80.5,45595544,Family history of malignant neoplasm of urinary tract,ICD10,4167217,Family history of clinical finding,SNOMED
T939,T93.9,45604596,Sequelae of unspecified injury of lower limb,ICD10,4052226,Sequelae of injuries of lower limb,SNOMED
Z906,Z90.6,45605171,Acquired absence of other organs of urinary tract,ICD10,197331,Disorder of urinary tract,SNOMED
C444D,C44.4,45532906,Malignant neoplasm of skin of scalp and neck,ICD10,4092382,Malignant neoplasm of scalp and/or skin of neck,SNOMED
G710W,G71.0,45557253,Muscular dystrophy,ICD10,4247802,Muscular dystrophy,SNOMED
G4730,G47.3,45562094,Sleep apnea,ICD10,313459,Sleep apnea,SNOMED
L815,L81.5,45567369,"Leukoderma, not elsewhere classified",ICD10,4041510,Skin hypopigmented,SNOMED
O361,O36.1,45601830,Maternal care for other isoimmunization,ICD10,4129834,Pregnancy with isoimmunization,SNOMED
T250,T25.0,45604147,Burn of unspecified degree of ankle and foot,ICD10,79232,Burn of ankle,SNOMED
724B,,,,,,,
737D,,,,,,,
T210,T21.0,45546129,Burn of unspecified degree of trunk,ICD10,197163,Burn of trunk,SNOMED
Q239,Q23.9,45548888,"Congenital malformation of aortic and mitral valves, unspecified",ICD10,4322316,Congenital anomaly of heart valve,SNOMED
L230X,L23.0,45557699,Allergic contact dermatitis due to metals,ICD10,,,
B027,B02.7,45561739,Disseminated zoster,ICD10,4205455,Disseminated herpes zoster,SNOMED
D038,D03.8,45561887,Melanoma in situ of other sites,ICD10,133419,Overlapping malignant melanoma of skin,SNOMED
F980,F98.0,45571783,Nonorganic enuresis,ICD10,4172646,Urinary incontinence of non-organic origin,SNOMED
C768,C76.8,45581227,Malignant neoplasm overlapping other and ill-defined sites,ICD10,435485,Primary malignant neoplasm of ill-defined site,SNOMED
428X,,,,,,,
E419,E41,45533033,Nutritional marasmus,ICD10,440370,Nutritional marasmus,SNOMED
C767,C76.7,45537838,Malignant neoplasm of other ill-defined sites,ICD10,439392,Primary malignant neoplasm,SNOMED
M058A,M05.8,45538634,Other seropositive rheumatoid arthritis,ICD10,4035611,Seropositive rheumatoid arthritis,SNOMED
D375A,D37.5,45552348,Neoplasm of uncertain or unknown behavior of rectum,ICD10,442141,Neoplasm of uncertain behavior of rectum,SNOMED
Q800,Q80.0,45572993,Ichthyosis vulgaris,ICD10,4109197,Ichthyosis vulgaris,SNOMED
M084A,M08.4,45582020,Pauciarticular juvenile arthritis,ICD10,72705,Pauciarticular juvenile rheumatoid arthritis,SNOMED
G373,G37.3,45605536,Acute transverse myelitis in demyelinating disease of central nervous system,ICD10,139803,Acute transverse myelitis,SNOMED
H351,H35.1,45605671,Retinopathy of prematurity,ICD10,373766,Retinopathy of prematurity,SNOMED
410A,,,,,,,
UA5601,,,,,,,
E116E,E11.6,45552387,Non-insulin-dependent diabetes mellitus with other specified complications,ICD10,443732,Disorder due to type 2 diabetes mellitus,SNOMED
T171,T17.1,45570145,Foreign body in nostril,ICD10,4141284,Foreign body in nostril,SNOMED
T836,T83.6,45570733,"Infection and inflammatory reaction due to prosthetic device, implant and graft in genital tract",ICD10,4309318,"Infection and inflammatory reaction due to prosthetic device, implant and graft in genital tract",SNOMED
Q396,Q39.6,45572964,Diverticulum of esophagus,ICD10,4005764,Congenital diverticulum of esophagus,SNOMED
L414,L41.4,45581943,Large plaque parapsoriasis,ICD10,4284682,Large plaque parapsoriasis,SNOMED
K21,K21,45586708,Gastro-esophageal reflux disease,ICD10 Hierarchy,318800,Gastroesophageal reflux disease,SNOMED
L029B,L02.9,45591620,"Cutaneous abscess, furuncle and carbuncle, unspecified",ICD10,,,
K441,K44.1,45601171,Diaphragmatic hernia with gangrene,ICD10,200143,Diaphragmatic hernia with gangrene,SNOMED
C384,C38.4,45605265,Malignant neoplasm of pleura,ICD10,4180795,Malignant tumor of pleura,SNOMED
D518,D51.8,45537916,Other vitamin B12 deficiency anemias,ICD10,432588,Megaloblastic anemia due to vitamin B>12< deficiency,SNOMED
B020,B02.0,45542547,Zoster encephalitis,ICD10,4045976,Herpes zoster encephalitis,SNOMED
R601,R60.1,45548975,Generalized edema,ICD10,40483532,Anasarca,SNOMED
E116F,E11.6,45552387,Non-insulin-dependent diabetes mellitus with other specified complications,ICD10,443732,Disorder due to type 2 diabetes mellitus,SNOMED
L237,L23.7,45557701,"Allergic contact dermatitis due to plants, except food",ICD10,4064031,"Allergic contact dermatitis due to plants, except food",SNOMED
H048,H04.8,45566944,Other disorders of lacrimal system,ICD10,432910,Disorder of lacrimal system,SNOMED
N923,N92.3,45572738,Ovulation bleeding,ICD10,198195,Ovulation bleeding,SNOMED
E113W,E11.3,45591028,Non-insulin-dependent diabetes mellitus with ophthalmic complications,ICD10,443733,Diabetic oculopathy associated with type 2 diabetes mellitus,SNOMED
G724,G72.4,45538136,"Inflammatory myopathy, not elsewhere classified",ICD10,4028369,Inflammatory disorder of muscle,SNOMED
F408,F40.8,45552482,Other phobic anxiety disorders,ICD10,4304010,Phobic disorder,SNOMED
L981,L98.1,45553016,Factitial dermatitis,ICD10,133285,Dermatitis factitia,SNOMED
H700,H70.0,45567134,Acute mastoiditis,ICD10,4301700,Acute mastoiditis,SNOMED
L573,L57.3,45572276,Poikiloderma of Civatte,ICD10,4166058,Poikiloderma of Civatte,SNOMED
L282A,L28.2,45581940,Other prurigo,ICD10,141374,Actinic prurigo,SNOMED
M791D,M79.1,45587062,Myalgia,ICD10,442752,Muscle pain,SNOMED
O997,O99.7,45601911,"Diseases of the skin and subcutaneous tissue complicating pregnancy, childbirth and the puerperium",ICD10,4058375,"Disease of the skin and subcutaneous tissue complicating pregnancy, childbirth and/or the puerperium",SNOMED
486X,,,,,,,
S045,S04.5,45539432,Injury of facial nerve,ICD10,382014,Injury of facial nerve,SNOMED
F649,F64.9,45542862,"Gender identity disorder, unspecified",ICD10,439701,Psychosexual identity disorder,SNOMED
I64,I64,45548032,"Stroke, not specified as hemorrhage or infarction",ICD10,381316,Cerebrovascular accident,SNOMED
Z823,Z82.3,45552113,Family history of stroke,ICD10,4167217,Family history of clinical finding,SNOMED
A413,A41.3,45561703,Septicemia due to Hemophilus influenzae,ICD10,40486059,Sepsis due to Haemophilus influenzae,SNOMED
H25-P,H25,45562203,Senile cataract,ICD10 Hierarchy,381295,Age-related cataract,SNOMED
I6331,I63.3,45562366,Cerebral infarction due to thrombosis of cerebral arteries,ICD10,4110192,Cerebral infarction due to thrombosis of cerebral arteries,SNOMED
Q029,Q02,45568048,Microcephaly,ICD10,381114,Microcephalus,SNOMED
O927,O92.7,45597045,Other and unspecified disorders of lactation,ICD10,80471,Disorder of lactation,SNOMED
T221,T22.1,45541300,"Burn of first degree of shoulder and upper limb, except wrist and hand",ICD10,73373,Burn erythema of upper limb,SNOMED
L57,L57,45596378,Skin changes due to chronic exposure to nonionizing radiation,ICD10 Hierarchy,4061844,Skin changes due to chronic exposure to non-ionizing radiation,SNOMED
E841,E84.1,45605436,Cystic fibrosis with intestinal manifestations,ICD10,194325,Cystic fibrosis with intestinal manifestations,SNOMED
