source_code,source_description
JAD51,Laparoskopisk operation av ärrbråck med implantat på bukhinnan intraperitonealt (IPOM)
JAD60,Öppen operation av ärrbråck med implantat i bråckporten (inlay)
JAD61,Laparoskopisk operation av ärrbråck med implantat i bråckporten (inlay)
JAD63,Öppen operation av ärrbråck med implantat i bråckporten (inlay) och avlastande incision
JAD67,Laparoskopisk operation av ärrbråck med implantat i bråckporten (inlay) och avlastande incision
JAD70,Öppen operation av ärrbråck med implantat i flera lager
JAD71,Laparoskopisk operation av ärrbråck med implantat i flera lager
JAD73,Öppen operation av ärrbråck med implantat i flera lager och avlastande incision
JAD80,Annan öppen operation av ärrbråck
JAD81,Annan laparoskopisk operation av ärrbråck
JAD84,Annan endoskopisk extraperitoneal operation av ärrbråck
JAD87,Annan laparoskopisk operation av ärrbråck med avlastande incision
JAE10,Öppen operation av epigastrikabråck med suturplastik
JAE11,Laparoskopisk operation av epigastrikabråck med suturplastik
JAE20,Öppen operation av epigastrikabråck med implantat framför bukväggens aponeuros (onlay)
JAE30,Öppen operation av epigastrikabråck med implantat mellan bukväggens muskellager (interstitiell)
JAE40,Öppen operation av epigastrikabråck med implantat bakom bukväggsmuskeln framför bukhinnan (sublay)
JAE41,Laparoskopisk operation av epigastrikabråck med implantat bakom bukväggsmuskeln framför bukhinnan (sublay)
JAE50,Öppen operation av epigastrikabråck med implantat på bukhinnan intraperitonealt (IPOM)
JAE51,Laparoskopisk operation av epigastrikabråck med implantat på bukhinnan intraperitonealt (IPOM)
JAE60,Öppen operation av epigastrikabråck med implantat i bråckporten (inlay)
JAE61,Laparoskopisk operation av epigastrikabråck med implantat i bråckporten (inlay)
JAE70,Öppen operation av epigastrikabråck med implantat i flera lager
JAE71,Laparoskopisk operation av epigastrikabråck med implantat i flera lager
JAE80,Annan öppen operation av epigastrikabråck
JAE81,Annan laparoskopisk operation av epigastrikabråck
JAE84,Annan endoskopisk extraperitoneal operation av epigastrikabråck
JAF10,Öppen operation av navelbråck med suturplastik
JAF11,Laparoskopisk operation av navelbråck med suturplastik
JAF20,Öppen operation av navelbråck med implantat framför bukväggens aponeuros (onlay)
JAF30,Öppen operation av navelbråck med implantat mellan bukväggens muskellager (interstitiell)
JAF40,Öppen operation av navelbråck med implantat bakom bukväggsmuskeln framför bukhinnan (sublay)
JAF41,Laparoskopisk operation av navelbråck med implantat bakom bukväggsmuskeln framför bukhinnan (sublay)
JAF50,Öppen operation av navelbråck med implantat på bukhinnan intraperitonealt (IPOM)
JAF51,Laparoskopisk operation av navelbråck med implantat på bukhinnan intraperitonealt (IPOM)
JAF60,Öppen operation av navelbråck med implantat i bråckporten (inlay)
JAF61,Laparoskopisk operation av navelbråck med implantat i bråckporten (inlay)
JAF70,Öppen operation av navelbråck med implantat i flera lager
JAF71,Laparoskopisk operation av navelbråck med implantat i flera lager
JAF80,Annan öppen operation av navelbråck
JAF81,Annan laparoskopisk operation av navelbråck
JAF84,Annan endoskopisk extraperitoneal operation av navelbråck
JAG10,Öppen operation av andra bukväggsbråck och defekter med suturplastik
JAG11,Laparoskopisk operation av andra bukväggsbråck och defekter med suturplastik
JAG20,Öppen operation av andra bukväggsbråck och defekter med implantat framför bukväggens aponeuros (onlay)
JAG30,Öppen operation av andra bukväggsbråck och defekter med implantat mellan bukväggens muskellager (interstitiell)
JAG40,Öppen operation av andra bukväggsbråck och defekter med implantat bakom bukväggsmuskeln framför bukhinnan (sublay)
JAG41,Laparoskopisk operationav andra bukväggsbråck och defekter med implantat bakom bukväggsmuskeln framför bukhinnan (sublay)
JAG50,Öppen operation av andra bukväggsbråck och defekter med implantat på bukhinnan intraperitonealt (IPOM)
JAG51,Laparoskopisk operation av andra bukväggsbråck och defekter med implantat på bukhinnan intraperitonealt (IPOM)
JAG60,Öppen operation av andra bukväggsbråck och defekter med implantat i bråckporten (inlay)
JAG61,Laparoskopisk operation av andra bukväggsbråck och defekter med implantat i bråckporten (inlay)
JAG70,Öppen operation av andra bukväggsbråck och defekter med implantat i flera lager
JAG71,Laparoskopisk operation av andra bukväggsbråck och defekter med implantat i flera lager
JAG80,Annan öppen operation av andra bukväggsbråck och defekter
JAG81,Annan laparoskopisk operation av andra bukväggsbråck och defekter
JAG84,Annan endoskopisk extraperitoneal operation av andra bukväggsbråck och defekter
JAH00,Explorativ laparotomi
JAH01,Laparoskopi
JAH20,Laparotomi med biopsier för stadieindelning av maligna tumörer
JAH21,Laparoskopi med biopsier för stadieindelning av maligna tumörer
JAH30,"Anläggande av öppen buk, (laparostomi) (i)"
JAH33,Revision av öppen buk (laparostomi) (i)
JAH40,Explorativ torakolaparotomi
JAJ00,Incision i och dränage av bäckenabscess via rektum
JAK00,Laparotomi och dränage av bukhålan
JAK01,Laparoskopiskt dränage av bukhålan
JAK03,Laparotomi och peritonealt lavage
JAK04,Laparoskopi och peritonealt lavage
JAK10,Laparotomi och inläggande av peritoneal dialyskateter
JAL00,Biopsi av peritoneum
JAL01,Laparoskopisk biopsi av peritoneum
JAL10,Laparotomi med avlägsnande av främmande kropp
JAL11,Laparoskopi med avlägsnande av främmande kropp
JAL20,Exstirpation eller destruktion av förändring i peritoneum
JAL21,Laparoskopisk exstirpation eller destruktion av förändring i peritoneum
JAL23,Exstirpation av lokal förändring i bäckenvägg
JAL30,Omentresektion
JAL31,Laparoskopisk omentresektion
JAL50,Intraabdominal revision av hjärnventrikelshunt
JAL51,Laparoskopisk revision av hjärnventrikelshunt
JAL96,Annan exstirpation av förändring i peritoneum (i)
JAL97,Annan laparoskopisk exstirpation av förändring i peritoneum (i)
JAM00,Transposition av oment
JAM10,Operation för malrotation
JAN00,Inläggande av peritonealvenös shunt
JAN10,Revision av peritonealvenös shunt
JAN20,Avlägsnande av peritonealvenös shunt
JAP00,Adherenslösning i bukhålan
JAP01,Laparoskopisk adherenslösning i bukhålan
JAQ00,Omfattande exstirpation av peritoneum
JAQ10,Intraoperativ hypertermisk kemoterapeutisk genomspolning av bukhålan
JAR10,Öppen operation av stomibråck med suturplastik
JAR11,Laparoskopisk operation av stomibråck med suturplastik
JAR20,Öppen operation av stomibråck med implantat framför bukväggens aponeuros (onlay)
JAR30,Öppen operation av stomibråck med implantat mellan bukväggens muskellager (interstitiell)
JAR40,Öppen operation av stomibråck med implantat bakom bukväggsmuskeln framför bukhinnan (sublay)
JAR41,Laparoskopisk operation av stomibråck  med implantat bakom bukväggsmuskeln framför bukhinnan (sublay)
JAR50,Öppen operation av stomibråck med implantat på bukhinnan intraperitonealt (IPOM)
JAR51,Laparoskopisk operation av stomibråck med implantat på bukhinnan intraperitonealt (IPOM)
JAR60,Öppen operation av stomibråck  med implantat i bråckporten (inlay)
JAR61,Laparoskopisk operation av stomibråck med implantat i bråckporten (inlay)
JAR70,Öppen operation av stomibråck med implantat i flera lager
JAR71,Laparoskopisk operation av stomibråck med implantat i flera lager
JAR80,Annan öppen operation av stomibråck
JAR81,Annan laparoskopisk operation av stomibråck
JAS10,Öppen operation av intraabdominellt bråck med suturplastik
JAS11,Laparoskopisk operation av intraabdominellt bråck med suturplastik
JAS80,Annan öppen operation av intraabdominellt bråck
JAS81,Annan laparoskopisk operation av intraabdominellt bråck
JAW96,"Annan operation på bukvägg, mesenterium, peritoneum eller oment (i)"
JAW97,"Annan laparoskopisk operation på bukvägg, mesenterium, peritoneum eller oment (i)"
JBA00,Sutur av diafragmaruptur
JBA01,Laparoskopisk sutur av diafragmaruptur
JBA10,Biopsi eller exstirpation av förändring i diafragma
JBA11,Laparoskopisk biopsi eller exstirpation av förändring i diafragma
JBA20,Transabdominell resektion av diafragma
JBA21,Laparoskopisk resektion av diafragma
JBB00,Radikaloperation av paraesofagealt bråck
JBB01,Laparoskopisk operation av paraesofagealt bråck
JBB10,Radikaloperation av medfött diafragmabråck
JBB11,Laparoskopisk operation av medfött diafragmabråck
JBB96,Annan operation av diafragmabråck (i)
JBB97,Annan laparoskopisk operation av diafragmabråck
JBC00,Operation för gastroesofageal reflux
JBC01,Laparoskopisk operation för gastroesofageal reflux
JBW96,Annan operation på diafragma eller vid gastroesofageal reflux (i)
JBW97,Annan laparoskopisk operation på diafragma eller vid gastroesofageal reflux
JCA00,Esofagotomi
JCA01,Laparoskopisk eller torakoskopisk exstirpation av förändring i esofagus
JCA05,Endoskopisk polypektomi i esofagus
JCA08,Endoskopiskt avlägsnande av främmande kropp i esofagus
JCA12,Endoskopisk divertikuloesofagostomi
JCA20,Ligatur av esofagusvaricer
JCA22,Endoskopisk ligatur av esofagusvaricer
JCA32,Endoskopisk injektionsbehandling i esofagus (i)
JCA35,Endoskopisk koagulation i esofagus
JCA38,Endoskopisk laserterapi i esofagus
JCA42,Annan endoskopisk hemostatisk behandling i esofagus (i)
JCA45,Endoskopisk mukosa- eller submukosaresektion i esofagus
JCA52,Annan endoskopisk diatermi- eller värmebehandling i esofagus (i)
JCA55,Endoskopisk dilatation av esofagus
JCA60,Transcervikal exstirpation av esofagusdivertikel
JCA96,Annan lokal operation på esofagus (i)
JCA97,Annan torakoskopisk eller laparoskopisk lokal operation på esofagus (i)
JCA98,Annan endoskopisk lokal operation på esofagus (i)
JCB00,Esofagostomi
JCB01,Laparoskopisk eller torakoskopisk esofagostomi
JCC00,Transhiatal resektion av esofagus utan interposition
JCC10,Transtorakal resektion av esofagus utan interposition
JCC11,Torakoskopisk eller laparoskopisk resektion av esofagus
JCC20,Transhiatal resektion av esofagus med interposition av tarm
JCC30,Transtorakal resektion av esofagus med interposition av tarm
JCC96,Annan resektion av esofagus (i)
JCC97,Annan laparoskopisk resektion av esofagus (i)
JCD00,Subkutan anastomosering av esofagus utan interposition
JCD03,Subkutan anastomosering av esofagus med interposition av tarm
JCD10,Intratorakal anastomosering av esofagus utan interposition
JCD11,Torakoskopisk eller laparoskopisk anastomosering av esofagus utan interposition
JCD13,Intratorakal anastomosering av esofagus med interposition av tarm
JCD20,Transsektion av esofagus
JCD96,Annan anastomosering av esofagus utan resektion (i)
JCD97,Annan torakoskopisk eller laparoskopisk anastomosering av esofagus utan resektion (i)
JCE00,Sutur av esofagus
JCE01,Torakoskopisk eller laparoskopisk sutur av esofagus
JCE10,Plastisk operation för kardiastenos
JCE20,Esofagogastromyotomi
JCE21,Laparoskopisk esofagogastromyotomi
JCE30,Rekonstruktion vid esofagusatresi eller esofagotrakeal fistel
JCE33,Slutning av förvärvad esofagotrakeal eller esofagobronkial fistel
JCE40,Rekonstruktion av esofagus med lambå
JCE50,Rekonstruktion av esofagus med fritt transplantat
JCE96,Annan rekonstruktion av esofagus (i)
JCE97,Annan torakoskopisk eller laparoskopisk rekonstruktion av esofagus (i)
JCF00,Inläggning av stent i esofagus (i)
JCF12,Endoskopisk inläggning av stent i esofagus
JCW96,Annan operation på esofagus (i)
JCW97,Annan torakoskopisk eller laparoskopisk operation på esofagus (i)
JCW98,Annan transluminal endoskopisk operation på esofagus (i)
JDA00,Gastrotomi
JDA05,Endoskopisk polypektomi i ventrikeln inkl pylorus
JDA08,Endoskopiskt avlägsnande av främmande kropp i ventrikeln
JDA12,Endoskopisk inläggning av stent i ventrikeln
JDA22,Endoskopisk ligatur av fundusvaricer
JDA32,Endoskopisk injektionsbehandling i ventrikeln inkl pylorus
JDA35,Endoskopisk koagulation i ventrikeln inkl pylorus
JDA38,Endoskopisk laserterapi i ventrikeln inkl pylorus
JDA42,Annan endoskopisk hemostatisk åtgärd i ventrikeln inkl pylorus (i)
JDA45,Endoskopisk mukosa- eller submukosaresektion i ventrikeln inkl. pylorus
JDA52,Annan endoskopisk lokal operation med diatermi eller värme i ventrikeln inkl pylorus (i)
JDA55,"Endoskopisk dilatation av ventrikel, pylorus eller ventrikelanastomos"
JDA60,Gastrorafi
JDA61,Laparoskopisk gastrorafi
JDA63,Exstirpation av lokal förändring i ventrikeln inkl pylorus
JDB00,Gastrostomi
JDB01,Laparoskopisk gastrostomi
JDB10,Perkutan gastrostomi (i)
JDC00,Ventrikelresektion med gastroduodenostomi (i)
JDC10,Ventrikelresektion med gastrojejunostomi (i)
JDC11,Laparoskopisk ventrikelresektion med gastrojejunostomi
JDC20,Ventrikelresektion med gastrojejunostomi ad modum Roux-en-Y (i)
JDC30,Ventrikelresektion med jejunuminterposition
JDC40,Kardiaresektion med esofagogastrostomi
JDC96,Ventrikelresektion med annan rekonstruktion (i)
JDC97,Laparoskopisk ventrikelresektion med annan rekonstruktion (i)
JDD00,Gastrektomi med esofagojejunostomi ad modum Roux-en-Y
JDD96,Gastrektomi med annan rekonstruktion (i)
JDE00,Gastroenterostomi (i)
JDE01,Laparoskopisk gastroenterostomi
JDE10,Konvertering av gastroenterostomi till Roux-en-Y anastomos
JDE20,Konvertering av gastroenterostomi till gastroduodenostomi med jejunuminterposition
JDE96,Annan ventrikelanastomos utan samtidig resektion (i)
JDF00,Gastroplastik
JDF01,Laparoskopisk gastroplastik
JDF10,Gastric bypass
JDF11,Laparoskopisk gastric bypass
JDF20,Magsäcksbandning
JDF21,Laparoskopisk magsäcksbandning
JDF32,Endoskopiskt införande av expanderbar främmande kropp i ventrikel
JDF96,Annat volymsinskränkande ingrepp på ventrikel (i)
JDF97,Annat laparoskopiskt volymsinskränkande ingrepp på ventrikel (i)
JDF98,Annat gastroskopiskt volymsinskränkande ingrepp på ventrikel (i)
JDG00,Trunkal vagotomi
JDG01,Laparoskopisk eller torakoskopisk trunkal vagotomi
JDG10,Proximal vagotomi (i)
JDG11,Laparoskopisk proximal vagotomi
JDG96,Annan vagotomi (i)
JDG97,Annan laparoskopisk vagotomi (i)
JDH00,Duodenotomi
JDH05,Endoskopisk polypektomi i duodenum
JDH08,Endoskopiskt avlägsnande av främmande kropp i duodenum
JDH15,Endoskopisk injektionsbehandling i duodenum
JDH18,Endoskopisk koagulation i duodenum
JDH22,Endoskopisk laserterapi i duodenum
JDH25,Annat endoskopiskt hemostatiskt ingrepp i duodenum (i)
JDH28,Annat endoskopiskt lokalt ingrepp med diatermi eller värme i duodenum (i)
JDH32,Endoskopisk dilatation av duodenum
JDH35,Endoskopisk inläggning av stent i duodenum
JDH40,Duodenostomi
JDH41,Laparoskopisk duodenostomi
JDH50,Exstirpation av lokal förändring i bulbus duodeni
JDH52,Endoskopisk mukosa- eller submukosaresektion i duodenum
JDH60,Pyloromyotomi
JDH61,Laparoskopisk pyloromyotomi
JDH63,Pylorusplastik
JDH70,Duodenorafi
JDH71,Laparoskopisk duodenorafi
JDW96,Annan operation på ventrikeln eller duodenum (i)
JDW97,Annan laparoskopisk operation på ventrikeln eller duodenum (i)
JDW98,Annan transluminal endoskopisk operation på ventrikeln eller duodenum (i)
JEA00,Appendektomi
JEA01,Laparoskopisk appendektomi
JEA10,Appendektomi med dränage
JEW96,Annan operation på appendix (i)
JEW97,Annan laparoskopisk operation på appendix (i)
JFA00,Enterotomi (i)
JFA02,Endoskopisk extraktion av främmande kropp i tunntarm
JFA05,Endoskopisk polypektomi i tunntarm
JFA10,Kolotomi (i)
JFA12,Endoskopisk extraktion av främmande kropp i kolon
JFA15,Endoskopisk polypektomi i kolon
JFA16,Väggbiopsi av kolon utan kolotomi
JFA17,Laparoskopisk väggbiopsi av kolon utan kolotomi
JFA22,Endoskopisk injektionsbehandling i tunntarm
JFA25,Endoskopisk koagulation i tunntarm
